stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,50.482,1.727,0.000,76,0,9,3050427592.896,392025945.400
refined,80.798,1.727,0.000,76,0,9,3050427592.896,257343939.942
