stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.845,"[-1.521, -0.169]",0.676,-2.495,0.015
norefined,c,-5.610,"[-9.913, -1.306]",4.304,-2.602,0.011
norefined,s,-3.715,"[-6.532, -0.898]",2.817,-2.632,0.011
norefined,k0,0.067,"[-0.995, 1.129]",1.062,0.126,0.900
norefined,k1,0.793,"[-0.682, 2.268]",1.475,1.073,0.287
norefined,k2,0.161,"[-0.813, 1.135]",0.974,0.329,0.743
norefined,k3,0.588,"[-0.411, 1.587]",0.999,1.175,0.244
norefined,k4,-0.152,"[-1.918, 1.614]",1.766,-0.172,0.864
norefined,k5,-1.584,"[-2.881, -0.287]",1.297,-2.438,0.017
refined,tt,-0.833,"[-1.1, -0.566]",0.267,-6.228,0.000
refined,c,-5.124,"[-6.712, -3.537]",1.588,-6.443,0.000
refined,s,-2.440,"[-3.23, -1.651]",0.789,-6.171,0.000
refined,k0,0.029,"[-0.43, 0.488]",0.459,0.126,0.900
refined,k1,0.464,"[-0.063, 0.991]",0.527,1.759,0.083
refined,k2,-0.157,"[-0.509, 0.196]",0.353,-0.887,0.378
refined,k3,0.130,"[-0.312, 0.572]",0.442,0.586,0.560
refined,k4,-0.315,"[-1.072, 0.443]",0.758,-0.829,0.410
refined,k5,-0.221,"[-0.611, 0.168]",0.389,-1.136,0.260
