stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.018,"[-1.69, -0.345]",0.673,-2.538,0.014
norefined,c,-7.554,"[-12.617, -2.492]",5.063,-2.503,0.016
norefined,s,-2.430,"[-4.108, -0.752]",1.678,-2.429,0.019
norefined,k0,0.253,"[-0.674, 1.181]",0.927,0.458,0.649
norefined,k1,-1.033,"[-2.188, 0.123]",1.156,-1.499,0.141
norefined,k2,0.518,"[-0.731, 1.766]",1.249,0.696,0.490
norefined,k3,-0.918,"[-1.973, 0.136]",1.054,-1.460,0.151
norefined,k4,0.525,"[-0.517, 1.567]",1.042,0.845,0.402
norefined,k5,-0.137,"[-1.264, 0.989]",1.126,-0.204,0.839
refined,tt,-0.875,"[-1.265, -0.486]",0.389,-3.770,0.000
refined,c,-4.819,"[-6.874, -2.765]",2.054,-3.935,0.000
refined,s,-2.278,"[-3.24, -1.315]",0.962,-3.970,0.000
refined,k0,-0.024,"[-0.611, 0.563]",0.587,-0.068,0.946
refined,k1,0.051,"[-0.548, 0.65]",0.599,0.144,0.886
refined,k2,0.246,"[-0.344, 0.836]",0.590,0.700,0.487
refined,k3,-0.230,"[-0.71, 0.25]",0.480,-0.802,0.426
refined,k4,0.131,"[-0.407, 0.669]",0.538,0.408,0.685
refined,k5,-0.370,"[-0.979, 0.238]",0.608,-1.022,0.312
