stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.409,-7.818,-1.127,0.345,-0.898,0.711,-1.176,0.675,-0.207,2896020976.562,-0.052
norefined,2,-0.069,-7.832,-1.193,0.284,-0.952,0.636,-1.229,0.637,-0.209,1170970815.396,0.009
norefined,3,-0.559,-7.815,-1.239,0.256,-0.988,0.582,-1.272,0.623,-0.192,444141516.855,0.072
norefined,4,-1.045,-7.757,-1.329,0.270,-1.011,0.572,-1.289,0.638,-0.164,200971567.994,0.135
norefined,5,-1.466,-7.657,-1.562,0.276,-1.010,0.561,-1.217,0.623,-0.106,179633422.042,0.191
norefined,6,-1.046,-7.689,-1.781,0.256,-1.076,0.551,-1.163,0.567,-0.223,162461074.064,0.136
norefined,7,-1.478,-7.585,-1.961,0.270,-1.037,0.529,-1.083,0.572,-0.114,148803052.943,0.195
norefined,8,-1.027,-7.617,-2.148,0.254,-1.068,0.526,-1.035,0.540,-0.193,139305605.802,0.135
norefined,9,-1.480,-7.524,-2.261,0.275,-1.015,0.517,-0.959,0.551,-0.074,130443380.387,0.197
norefined,10,-1.018,-7.554,-2.430,0.253,-1.033,0.518,-0.918,0.525,-0.137,123535337.352,0.135
refined,11,-1.018,-7.554,-2.430,0.253,-1.033,0.518,-0.918,0.525,-0.137,123535337.352,0.135
refined,12,-0.380,-1.313,-1.224,0.278,0.511,0.201,-0.157,-0.429,-0.137,239913968.155,0.290
refined,13,-0.527,-2.660,-1.450,0.403,-0.049,0.210,-0.298,-0.158,-0.144,78045935.605,0.198
refined,14,-0.801,-4.338,-2.101,0.314,-0.227,0.217,-0.352,-0.005,-0.211,60239927.482,0.185
refined,15,-0.817,-4.503,-2.132,0.005,-0.060,0.291,-0.261,0.152,-0.289,57705111.877,0.182
refined,16,-0.862,-4.748,-2.243,-0.005,0.009,0.256,-0.241,0.136,-0.343,57572869.746,0.182
refined,17,-0.868,-4.782,-2.260,-0.017,0.037,0.251,-0.234,0.131,-0.360,57557533.545,0.182
refined,18,-0.874,-4.811,-2.274,-0.022,0.047,0.248,-0.231,0.132,-0.368,57555778.893,0.182
refined,19,-0.875,-4.816,-2.276,-0.023,0.050,0.247,-0.230,0.131,-0.370,57555571.271,0.182
refined,20,-0.875,-4.819,-2.278,-0.024,0.051,0.246,-0.230,0.131,-0.370,57555546.953,0.182
