theta_attr_grid,f_vals,grad_f_vals,hessian_f_vals
-15.0,0.0,-0.0,-0.0
-14.5,0.0,-0.0,-0.0
-14.0,0.0,-0.0,-0.0
-13.5,0.0,-0.0,-0.0
-13.0,0.0,-0.0,-0.0
-12.5,0.0,-0.0,-0.0
-12.0,0.0,-0.0,-0.0
-11.5,0.0,-0.0,-0.0
-11.0,0.0,-0.0,-0.0
-10.5,0.0,-0.0,-0.0
-10.0,0.0,-0.0,-0.0
-9.5,0.0,-0.0,-0.0
-9.0,0.0,-0.0,-0.0
-8.5,0.0,-0.0,-0.0
-8.0,0.0,-0.0,-0.0
-7.5,0.0,-0.0,-0.0
-7.0,0.0,-0.0,-0.0
-6.5,0.0,-0.0,-0.0
-6.0,0.0,-0.0,-0.0
-5.5,0.0,-0.0,-0.0
-5.0,0.0,-0.0,-0.0
-4.5,0.0,-0.0,-0.0
-4.0,0.0,-0.0,-0.0
-3.5,0.0,-0.0,-0.0
-3.0,0.0,-0.0,-0.0
-2.5,0.0,-0.0,-0.0
-2.0,0.0,-0.0,-0.0
-1.5,0.0,-0.0,-0.0
-1.0,0.0,0.0,0.0
-0.5,5.0,151.4,4596.1
0.0,2243052.4,28974982.0,185915024.5
0.5,8765041.0,193183.6,-2926531.9
1.0,8777765.5,97.0,-1474.5
1.5,8777771.8,0.0,-0.7
2.0,8777771.8,0.0,-0.0
2.5,8777771.8,0.0,-0.0
3.0,8777771.8,0.0,-0.0
3.5,8777771.8,0.0,-0.0
4.0,8777771.8,0.0,-0.0
4.5,8777771.8,0.0,-0.0
5.0,8777771.8,0.0,-0.0
5.5,8777771.8,0.0,-0.0
6.0,8777771.8,0.0,-0.0
6.5,8777771.8,0.0,-0.0
7.0,8777771.8,0.0,-0.0
7.5,8777771.8,0.0,-0.0
8.0,8777771.8,0.0,-0.0
8.5,8777771.8,0.0,-0.0
9.0,8777771.8,0.0,-0.0
9.5,8777771.8,0.0,-0.0
10.0,8777771.8,0.0,-0.0
10.5,8777771.8,0.0,-0.0
11.0,8777771.8,0.0,-0.0
11.5,8777771.8,0.0,-0.0
12.0,8777771.8,0.0,-0.0
12.5,8777771.8,0.0,-0.0
13.0,8777771.8,0.0,-0.0
13.5,8777771.8,0.0,-0.0
14.0,8777771.8,0.0,-0.0
14.5,8777771.8,0.0,-0.0
15.0,8777771.8,0.0,-0.0
