stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.333,"[-2.643, -0.022]",1.311,-1.728,0.095
norefined,c,-7.677,"[-14.36, -0.994]",6.683,-1.952,0.061
norefined,s,-4.573,"[-8.57, -0.575]",3.998,-1.944,0.062
norefined,k0,-0.253,"[-1.195, 0.689]",0.942,-0.456,0.651
norefined,k1,-1.729,"[-4.681, 1.222]",2.951,-0.995,0.328
norefined,k2,-0.446,"[-1.348, 0.457]",0.903,-0.839,0.408
norefined,k3,-0.881,"[-2.589, 0.828]",1.709,-0.876,0.388
norefined,k4,0.692,"[-0.522, 1.907]",1.214,0.969,0.341
norefined,k5,1.610,"[-1.088, 4.308]",2.698,1.014,0.319
refined,tt,-1.333,"[-2.643, -0.022]",1.311,-1.728,0.095
refined,c,-7.677,"[-14.36, -0.994]",6.683,-1.952,0.061
refined,s,-4.573,"[-8.57, -0.575]",3.998,-1.944,0.062
refined,k0,-0.253,"[-1.195, 0.689]",0.942,-0.456,0.651
refined,k1,-1.729,"[-4.681, 1.222]",2.951,-0.995,0.328
refined,k2,-0.446,"[-1.348, 0.457]",0.903,-0.839,0.408
refined,k3,-0.881,"[-2.589, 0.828]",1.709,-0.876,0.388
refined,k4,0.692,"[-0.522, 1.907]",1.214,0.969,0.341
refined,k5,1.610,"[-1.088, 4.308]",2.698,1.014,0.319
