stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.605,"[-4.835, 1.625]",3.230,-0.901,0.389
norefined,c,-7.736,"[-21.24, 5.768]",13.504,-1.038,0.324
norefined,s,-4.520,"[-14.116, 5.077]",9.597,-0.854,0.413
norefined,k0,0.092,"[-2.031, 2.216]",2.123,0.079,0.939
norefined,k1,-1.846,"[-9.869, 6.177]",8.023,-0.417,0.685
norefined,k2,-0.398,"[-3.177, 2.38]",2.779,-0.260,0.800
norefined,k3,-0.418,"[-4.202, 3.366]",3.784,-0.200,0.845
norefined,k4,1.169,"[-1.807, 4.145]",2.976,0.712,0.493
norefined,k5,1.392,"[-5.655, 8.44]",7.048,0.358,0.728
refined,tt,-0.220,"[-0.346, -0.094]",0.126,-3.171,0.010
refined,c,-2.119,"[-2.759, -1.479]",0.640,-6.001,0.000
refined,s,-0.723,"[-1.169, -0.277]",0.446,-2.939,0.015
refined,k0,-0.319,"[-0.754, 0.117]",0.435,-1.326,0.214
refined,k1,0.296,"[-0.273, 0.866]",0.570,0.943,0.368
refined,k2,-0.238,"[-0.684, 0.209]",0.447,-0.965,0.357
refined,k3,0.590,"[0.218, 0.962]",0.372,2.874,0.017
refined,k4,0.311,"[-0.092, 0.715]",0.403,1.399,0.192
refined,k5,-0.631,"[-1.116, -0.146]",0.485,-2.357,0.040
