attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.672,"[-0.842, -0.503]",0.170,-6.609,0.000,71.041,ngd,47,205309524.914,0.149,-1.000,0.328,0,0,fn
c,-5.720,"[-7.27, -4.17]",1.550,-6.148,0.000,71.041,ngd,47,205309524.914,0.149,-6.000,0.280,0,0,fn
s,-2.729,"[-3.431, -2.026]",0.702,-6.472,0.000,71.041,ngd,47,205309524.914,0.149,-3.000,0.271,0,0,fn
vot,0.118,,,,,71.041,ngd,47,205309524.914,0.149,0.167,-0.049,0,0,fn
tt,-1.050,"[-1.322, -0.778]",0.272,-6.436,0.000,68.782,lm,47,201590292.458,0.148,-1.000,-0.050,0,0,fn
c,-7.397,"[-9.406, -5.388]",2.009,-6.135,0.000,68.782,lm,47,201590292.458,0.148,-6.000,-1.397,0,0,fn
s,-3.094,"[-3.9, -2.287]",0.806,-6.392,0.000,68.782,lm,47,201590292.458,0.148,-3.000,-0.094,0,0,fn
vot,0.142,,,,,68.782,lm,47,201590292.458,0.148,0.167,-0.025,0,0,fn
tt,-0.839,"[-1.046, -0.632]",0.207,-6.754,0.000,147.199,ngd+lm,47,197931803.408,0.146,-1.000,0.161,0,0,fn
c,-6.587,"[-8.323, -4.85]",1.737,-6.318,0.000,147.199,ngd+lm,47,197931803.408,0.146,-6.000,-0.587,0,0,fn
s,-2.846,"[-3.561, -2.13]",0.715,-6.627,0.000,147.199,ngd+lm,47,197931803.408,0.146,-3.000,0.154,0,0,fn
vot,0.127,,,,,147.199,ngd+lm,47,197931803.408,0.146,0.167,-0.039,0,0,fn
