stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,67.821,2.023,0.000,76,0,9,2519260958.171,249178486.687
refined,179.093,2.023,0.000,76,0,9,2519260958.171,100540117.504
