stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.003,"[-1.814, -0.193]",0.811,-2.470,0.016
norefined,c,-7.185,"[-12.773, -1.597]",5.588,-2.567,0.013
norefined,s,-3.678,"[-6.48, -0.876]",2.802,-2.620,0.011
norefined,k0,0.107,"[-0.911, 1.124]",1.017,0.209,0.835
norefined,k1,-0.896,"[-1.711, -0.081]",0.815,-2.194,0.032
norefined,k2,1.177,"[0.277, 2.078]",0.900,2.610,0.011
norefined,k3,0.758,"[-0.382, 1.897]",1.140,1.327,0.189
norefined,k4,-1.074,"[-2.254, 0.106]",1.180,-1.817,0.074
norefined,k5,0.555,"[-0.414, 1.524]",0.969,1.143,0.257
refined,tt,-0.930,"[-1.309, -0.551]",0.379,-4.903,0.000
refined,c,-6.134,"[-8.47, -3.798]",2.336,-5.242,0.000
refined,s,-3.062,"[-4.214, -1.91]",1.152,-5.306,0.000
refined,k0,-0.058,"[-0.699, 0.583]",0.641,-0.180,0.857
refined,k1,0.048,"[-0.399, 0.495]",0.447,0.215,0.831
refined,k2,0.361,"[-0.194, 0.916]",0.555,1.299,0.198
refined,k3,-0.215,"[-0.734, 0.304]",0.519,-0.827,0.411
refined,k4,0.276,"[-0.225, 0.777]",0.501,1.099,0.276
refined,k5,-0.111,"[-0.639, 0.418]",0.529,-0.419,0.677
