stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.001,"[-1.701, -0.3]",0.700,-2.852,0.006
norefined,c,-7.216,"[-12.054, -2.378]",4.838,-2.977,0.004
norefined,s,-3.501,"[-5.841, -1.16]",2.341,-2.985,0.004
norefined,k0,0.207,"[-0.609, 1.023]",0.816,0.506,0.614
norefined,k1,-0.918,"[-1.596, -0.24]",0.678,-2.704,0.009
norefined,k2,1.012,"[0.27, 1.753]",0.742,2.722,0.008
norefined,k3,1.026,"[-0.084, 2.136]",1.110,1.844,0.070
norefined,k4,-1.201,"[-2.312, -0.09]",1.111,-2.158,0.034
norefined,k5,0.572,"[-0.262, 1.405]",0.834,1.369,0.176
refined,tt,-0.946,"[-1.296, -0.595]",0.351,-5.383,0.000
refined,c,-6.033,"[-8.119, -3.946]",2.086,-5.771,0.000
refined,s,-2.934,"[-3.97, -1.898]",1.036,-5.655,0.000
refined,k0,-0.044,"[-0.517, 0.428]",0.473,-0.187,0.852
refined,k1,-0.021,"[-0.359, 0.317]",0.338,-0.123,0.903
refined,k2,-0.149,"[-0.601, 0.304]",0.452,-0.657,0.514
refined,k3,0.325,"[-0.121, 0.771]",0.446,1.455,0.150
refined,k4,-0.092,"[-0.482, 0.298]",0.390,-0.470,0.640
refined,k5,0.055,"[-0.368, 0.478]",0.423,0.258,0.797
