stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.791,"[-1.283, -0.3]",0.491,-2.687,0.009
norefined,c,-5.271,"[-8.025, -2.518]",2.753,-3.193,0.002
norefined,s,-2.976,"[-4.768, -1.185]",1.792,-2.771,0.007
norefined,k0,-0.845,"[-1.829, 0.139]",0.984,-1.432,0.157
norefined,k1,0.244,"[-0.586, 1.073]",0.830,0.490,0.626
norefined,k2,0.658,"[-0.194, 1.509]",0.852,1.289,0.202
norefined,k3,0.240,"[-0.426, 0.907]",0.667,0.601,0.550
norefined,k4,0.193,"[-0.315, 0.702]",0.508,0.635,0.528
norefined,k5,0.702,"[-0.047, 1.451]",0.749,1.564,0.122
refined,tt,-1.418,"[-2.574, -0.263]",1.156,-2.047,0.045
refined,c,-7.790,"[-13.385, -2.196]",5.594,-2.323,0.023
refined,s,-4.121,"[-7.335, -0.907]",3.214,-2.139,0.036
refined,k0,-0.288,"[-1.232, 0.657]",0.944,-0.508,0.613
refined,k1,0.192,"[-0.677, 1.06]",0.869,0.368,0.714
refined,k2,0.215,"[-0.689, 1.12]",0.904,0.397,0.692
refined,k3,0.406,"[-0.458, 1.27]",0.864,0.784,0.436
refined,k4,0.432,"[-0.188, 1.053]",0.621,1.162,0.249
refined,k5,0.382,"[-0.386, 1.149]",0.767,0.830,0.410
