stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.992,"[-2.339, 0.355]",1.347,-1.334,0.212
norefined,c,-6.640,"[-15.783, 2.503]",9.143,-1.316,0.217
norefined,s,-4.611,"[-10.595, 1.373]",5.984,-1.397,0.193
norefined,k0,-2.155,"[-6.733, 2.423]",4.578,-0.853,0.413
norefined,k1,0.484,"[-2.321, 3.289]",2.805,0.313,0.761
norefined,k2,-0.230,"[-5.005, 4.546]",4.775,-0.087,0.932
norefined,k3,1.409,"[-4.287, 7.105]",5.696,0.448,0.663
norefined,k4,0.214,"[-1.723, 2.15]",1.937,0.200,0.845
norefined,k5,1.428,"[-2.311, 5.168]",3.740,0.692,0.505
refined,tt,-0.718,"[-1.169, -0.268]",0.450,-2.891,0.016
refined,c,-5.198,"[-8.416, -1.98]",3.218,-2.928,0.015
refined,s,-2.808,"[-4.731, -0.886]",1.922,-2.648,0.024
refined,k0,-1.067,"[-2.835, 0.701]",1.768,-1.094,0.300
refined,k1,-0.122,"[-1.553, 1.308]",1.431,-0.155,0.880
refined,k2,-0.804,"[-2.464, 0.856]",1.660,-0.878,0.401
refined,k3,1.776,"[-0.845, 4.396]",2.621,1.228,0.248
refined,k4,-0.677,"[-1.947, 0.594]",1.270,-0.966,0.357
refined,k5,0.346,"[-1.337, 2.029]",1.683,0.373,0.717
