stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.256,"[-2.446, -0.065]",1.191,-2.105,0.039
norefined,c,-6.480,"[-12.436, -0.524]",5.956,-2.172,0.033
norefined,s,-3.691,"[-7.269, -0.114]",3.577,-2.060,0.043
norefined,k0,-1.252,"[-2.975, 0.472]",1.724,-1.450,0.152
norefined,k1,-1.422,"[-2.629, -0.215]",1.207,-2.352,0.022
norefined,k2,1.026,"[-0.378, 2.429]",1.404,1.459,0.149
norefined,k3,0.663,"[-0.735, 2.062]",1.398,0.947,0.347
norefined,k4,-1.247,"[-2.803, 0.309]",1.556,-1.599,0.114
norefined,k5,0.961,"[-1.444, 3.366]",2.405,0.798,0.428
refined,tt,-0.867,"[-1.2, -0.535]",0.333,-5.207,0.000
refined,c,-5.343,"[-7.541, -3.144]",2.198,-4.851,0.000
refined,s,-2.682,"[-3.748, -1.616]",1.066,-5.022,0.000
refined,k0,0.305,"[-0.13, 0.74]",0.435,1.401,0.166
refined,k1,-0.584,"[-1.053, -0.115]",0.469,-2.488,0.015
refined,k2,0.319,"[-0.219, 0.858]",0.538,1.185,0.240
refined,k3,0.166,"[-0.297, 0.629]",0.463,0.716,0.477
refined,k4,0.414,"[-0.149, 0.977]",0.563,1.469,0.147
refined,k5,-0.942,"[-1.693, -0.191]",0.751,-2.503,0.015
