stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.302,"[-2.511, -0.093]",1.209,-2.150,0.035
norefined,c,-6.708,"[-12.644, -0.772]",5.936,-2.256,0.027
norefined,s,-3.525,"[-6.867, -0.182]",3.343,-2.105,0.039
norefined,k0,-0.826,"[-2.101, 0.449]",1.275,-1.293,0.201
norefined,k1,-0.962,"[-2.0, 0.076]",1.038,-1.851,0.069
norefined,k2,1.144,"[-0.057, 2.345]",1.201,1.901,0.062
norefined,k3,0.068,"[-1.028, 1.163]",1.096,0.123,0.902
norefined,k4,-0.858,"[-2.217, 0.501]",1.359,-1.261,0.212
norefined,k5,0.677,"[-1.487, 2.841]",2.164,0.624,0.535
refined,tt,-1.616,"[-2.207, -1.024]",0.592,-5.452,0.000
refined,c,-9.770,"[-13.455, -6.084]",3.686,-5.291,0.000
refined,s,-4.744,"[-6.525, -2.964]",1.780,-5.320,0.000
refined,k0,0.208,"[-0.367, 0.784]",0.576,0.722,0.473
refined,k1,0.075,"[-0.485, 0.635]",0.560,0.267,0.790
refined,k2,-0.034,"[-0.657, 0.589]",0.623,-0.109,0.914
refined,k3,-0.463,"[-1.041, 0.115]",0.578,-1.597,0.115
refined,k4,0.480,"[-0.177, 1.136]",0.657,1.458,0.150
refined,k5,-0.134,"[-1.005, 0.737]",0.871,-0.307,0.760
