stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.905,-6.091,-3.998,1.421,-1.853,-0.369,0.624,0.161,-1.576,4809960799.884,1584,0,0,-0.149
norefined,2,0.434,-6.119,-4.044,1.320,-1.928,-0.436,0.568,0.127,-1.592,3433947324.841,1584,0,0,-0.071
norefined,3,-0.053,-6.134,-4.054,1.238,-1.971,-0.468,0.556,0.076,-1.614,1634396132.969,1584,0,0,0.009
norefined,4,-0.545,-6.172,-4.009,1.177,-1.970,-0.484,0.568,0.069,-1.589,1031134056.084,1584,0,0,0.088
norefined,5,-1.025,-6.211,-3.901,1.144,-1.928,-0.468,0.598,0.070,-1.539,714370381.158,1584,0,0,0.165
norefined,6,-1.408,-6.330,-3.722,1.030,-1.735,-0.415,0.575,0.040,-1.500,644618641.548,1584,0,0,0.222
norefined,7,-1.022,-6.514,-3.645,0.935,-1.529,-0.365,0.499,0.072,-1.519,580344539.921,1584,0,0,0.157
norefined,8,-1.477,-6.553,-3.531,0.875,-1.389,-0.325,0.486,0.072,-1.461,558429153.958,1584,0,0,0.225
norefined,9,-1.028,-6.683,-3.530,0.795,-1.267,-0.288,0.397,0.099,-1.466,517634425.076,1584,0,0,0.154
norefined,10,-1.501,-6.690,-3.440,0.757,-1.162,-0.252,0.394,0.105,-1.404,512526329.293,1584,0,0,0.224
refined,11,-1.501,-6.690,-3.440,0.757,-1.162,-0.252,0.394,0.105,-1.404,512526329.293,1584,0,0,0.224
refined,12,-0.551,-3.530,-1.562,-0.389,0.659,0.079,-0.329,-0.518,0.531,527833975.949,1584,0,0,0.156
refined,13,-1.028,-5.566,-2.654,-0.450,0.310,0.187,-0.279,-0.409,0.043,351128324.197,1584,0,0,0.185
refined,14,-0.985,-5.315,-2.673,-0.200,0.057,0.107,-0.055,-0.167,-0.289,337851822.626,1584,0,0,0.185
refined,15,-1.010,-5.449,-2.737,-0.182,0.065,0.055,-0.041,-0.153,-0.284,337641198.579,1584,0,0,0.185
refined,16,-1.007,-5.439,-2.733,-0.173,0.066,0.049,-0.037,-0.149,-0.284,337634813.862,1584,0,0,0.185
refined,17,-1.009,-5.449,-2.738,-0.173,0.065,0.048,-0.036,-0.148,-0.285,337634439.994,1584,0,0,0.185
refined,18,-1.009,-5.447,-2.736,-0.172,0.065,0.048,-0.036,-0.148,-0.285,337634400.730,1584,0,0,0.185
refined,19,-1.009,-5.448,-2.737,-0.172,0.065,0.048,-0.036,-0.148,-0.285,337634395.414,1584,0,0,0.185
refined,20,-1.009,-5.447,-2.737,-0.172,0.065,0.048,-0.036,-0.148,-0.285,337634394.654,1584,0,0,0.185
