stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.303,"[-2.487, -0.12]",1.184,-1.837,0.071
norefined,c,-8.114,"[-15.419, -0.809]",7.305,-1.853,0.068
norefined,s,-2.909,"[-5.318, -0.5]",2.409,-2.014,0.048
norefined,k0,0.291,"[-0.988, 1.57]",1.279,0.379,0.706
norefined,k1,-1.247,"[-2.489, -0.004]",1.243,-1.673,0.099
norefined,k2,0.378,"[-1.319, 2.075]",1.697,0.371,0.711
norefined,k3,-0.557,"[-1.637, 0.523]",1.080,-0.860,0.393
norefined,k4,0.901,"[-0.603, 2.406]",1.505,0.999,0.321
norefined,k5,0.479,"[-0.491, 1.448]",0.970,0.824,0.413
refined,tt,-2.197,"[-4.248, -0.146]",2.051,-1.787,0.079
refined,c,-15.948,"[-30.338, -1.557]",14.390,-1.848,0.069
refined,s,-5.226,"[-9.82, -0.632]",4.594,-1.897,0.062
refined,k0,0.250,"[-0.971, 1.47]",1.220,0.341,0.734
refined,k1,-0.045,"[-1.388, 1.297]",1.343,-0.056,0.955
refined,k2,-1.013,"[-3.047, 1.021]",2.034,-0.831,0.409
refined,k3,1.516,"[-0.407, 3.439]",1.923,1.315,0.193
refined,k4,-0.377,"[-1.894, 1.14]",1.517,-0.414,0.680
refined,k5,-0.466,"[-1.785, 0.852]",1.319,-0.590,0.557
