stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,34.175,2.023,0.000,0,9,2210369779.359,395366005.392,76
refined,78.439,2.023,0.000,0,9,2210369779.359,191596509.734,76
