stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,5.260,2.023,0.000,0,9,1861159570.313,1090549888.894,76
refined,9.176,2.023,0.000,0,9,1861159570.313,833636926.323,76
