stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,172.278,2.023,0.000,0,9,3423387023.520,141803247.127,76
refined,255.759,2.023,0.000,0,9,3423387023.520,96827059.315,76
