stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.423,"[-2.342, -0.503]",0.919,-3.089,0.003
norefined,c,-7.389,"[-11.549, -3.228]",4.160,-3.545,0.001
norefined,s,-3.718,"[-6.131, -1.305]",2.413,-3.075,0.003
norefined,k0,-0.036,"[-0.974, 0.903]",0.938,-0.076,0.940
norefined,k1,0.444,"[-0.466, 1.354]",0.910,0.974,0.333
norefined,k2,-0.299,"[-1.223, 0.626]",0.925,-0.644,0.522
norefined,k3,0.015,"[-0.764, 0.794]",0.779,0.038,0.970
norefined,k4,-0.086,"[-1.169, 0.996]",1.082,-0.159,0.874
norefined,k5,0.400,"[-0.975, 1.776]",1.376,0.581,0.563
refined,tt,-1.045,"[-1.555, -0.535]",0.510,-4.088,0.000
refined,c,-6.881,"[-9.802, -3.96]",2.921,-4.702,0.000
refined,s,-3.572,"[-5.335, -1.809]",1.763,-4.044,0.000
refined,k0,-0.848,"[-1.722, 0.026]",0.874,-1.937,0.057
refined,k1,-0.301,"[-1.057, 0.455]",0.756,-0.795,0.429
refined,k2,-0.079,"[-0.668, 0.51]",0.589,-0.268,0.790
refined,k3,0.330,"[-0.273, 0.934]",0.603,1.093,0.278
refined,k4,0.349,"[-0.456, 1.154]",0.805,0.865,0.390
refined,k5,1.360,"[0.221, 2.498]",1.139,2.384,0.020
