stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-2.865,-7.133,-2.141,1.122,1.805,0.177,-1.127,0.711,1.012,1149387170.419,1584,0,0,0.402
norefined,2,-2.515,-7.211,-2.456,1.065,1.768,0.087,-1.110,0.629,0.959,872974461.344,1584,0,0,0.349
norefined,3,-2.172,-7.249,-2.775,1.028,1.704,-0.030,-1.070,0.580,0.883,690221633.321,1584,0,0,0.300
norefined,4,-1.794,-7.281,-3.041,1.003,1.614,-0.152,-0.995,0.565,0.807,507370215.524,1584,0,0,0.246
norefined,5,-1.428,-7.298,-3.310,0.946,1.496,-0.232,-0.910,0.515,0.706,360830643.422,1584,0,0,0.196
norefined,6,-1.434,-7.351,-3.410,0.696,1.307,-0.340,-0.659,0.336,0.529,269288066.322,1584,0,0,0.195
norefined,7,-1.320,-7.362,-3.577,0.519,1.081,-0.421,-0.363,0.182,0.432,196070780.545,1584,0,0,0.179
norefined,8,-1.492,-7.387,-3.570,0.299,0.836,-0.437,-0.081,0.021,0.354,161051533.088,1584,0,0,0.202
norefined,9,-1.062,-7.394,-3.726,0.293,0.720,-0.515,0.064,0.003,0.350,160552654.941,1584,0,0,0.144
norefined,10,-1.451,-7.435,-3.548,0.115,0.629,-0.495,0.164,-0.108,0.294,141803247.127,1584,0,0,0.195
refined,11,-1.451,-7.435,-3.548,0.115,0.629,-0.495,0.164,-0.108,0.294,141803247.127,1584,0,0,0.195
refined,12,-0.898,-5.693,-2.801,-0.520,-0.285,-0.323,0.422,0.485,0.968,115718275.396,1584,0,0,0.158
refined,13,-1.241,-7.747,-3.888,-0.679,-0.236,-0.326,0.564,0.491,1.316,99476377.935,1584,0,0,0.160
refined,14,-1.414,-8.715,-4.482,-0.894,-0.387,-0.307,0.671,0.601,1.497,98337578.780,1584,0,0,0.162
refined,15,-1.616,-9.720,-5.123,-1.072,-0.646,-0.287,0.816,0.796,1.615,97608929.613,1584,0,0,0.166
refined,16,-1.838,-10.815,-5.808,-1.240,-0.927,-0.276,0.974,1.009,1.726,97107209.265,1584,0,0,0.170
refined,17,-2.016,-11.677,-6.339,-1.355,-1.150,-0.275,1.099,1.181,1.801,96892220.544,1584,0,0,0.173
refined,18,-2.114,-12.156,-6.629,-1.415,-1.272,-0.277,1.166,1.279,1.841,96837564.611,1584,0,0,0.174
refined,19,-2.157,-12.362,-6.752,-1.439,-1.324,-0.279,1.195,1.321,1.858,96828304.817,1584,0,0,0.174
refined,20,-2.173,-12.439,-6.798,-1.448,-1.343,-0.280,1.206,1.337,1.864,96827059.315,1584,0,0,0.175
