stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.655,"[-0.988, -0.322]",0.333,-3.344,0.002
norefined,c,-5.810,"[-8.704, -2.915]",2.894,-3.411,0.002
norefined,s,-2.838,"[-4.4, -1.277]",1.561,-3.090,0.004
norefined,k0,1.017,"[-0.226, 2.26]",1.243,1.390,0.175
norefined,k1,0.315,"[-0.364, 0.994]",0.679,0.789,0.437
norefined,k2,0.053,"[-1.213, 1.318]",1.265,0.071,0.944
norefined,k3,0.261,"[-0.62, 1.142]",0.881,0.503,0.619
norefined,k4,-0.994,"[-1.901, -0.087]",0.907,-1.863,0.073
norefined,k5,-0.664,"[-1.5, 0.171]",0.836,-1.351,0.187
refined,tt,-0.920,"[-1.174, -0.667]",0.253,-6.177,0.000
refined,c,-5.303,"[-6.728, -3.879]",1.424,-6.326,0.000
refined,s,-2.915,"[-3.875, -1.954]",0.961,-5.156,0.000
refined,k0,0.227,"[-0.483, 0.937]",0.710,0.543,0.591
refined,k1,-0.068,"[-0.494, 0.358]",0.426,-0.272,0.788
refined,k2,0.078,"[-0.622, 0.778]",0.700,0.189,0.851
refined,k3,0.134,"[-0.308, 0.575]",0.441,0.514,0.611
refined,k4,0.168,"[-0.299, 0.635]",0.467,0.612,0.545
refined,k5,0.047,"[-0.399, 0.493]",0.446,0.178,0.860
