stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.047,"[-1.748, -0.346]",0.701,-2.980,0.004
norefined,c,-6.641,"[-10.602, -2.681]",3.960,-3.347,0.001
norefined,s,-3.116,"[-5.128, -1.105]",2.012,-3.092,0.003
norefined,k0,0.891,"[-0.249, 2.03]",1.140,1.560,0.124
norefined,k1,0.093,"[-0.78, 0.966]",0.873,0.213,0.832
norefined,k2,-0.512,"[-1.448, 0.424]",0.936,-1.093,0.278
norefined,k3,0.070,"[-0.626, 0.765]",0.696,0.200,0.842
norefined,k4,-0.703,"[-1.809, 0.403]",1.106,-1.269,0.209
norefined,k5,-0.782,"[-2.039, 0.474]",1.256,-1.243,0.218
refined,tt,-0.934,"[-1.318, -0.55]",0.384,-4.851,0.000
refined,c,-5.646,"[-7.783, -3.509]",2.137,-5.274,0.000
refined,s,-2.838,"[-3.965, -1.711]",1.127,-5.025,0.000
refined,k0,-0.355,"[-0.782, 0.073]",0.427,-1.657,0.102
refined,k1,0.299,"[-0.273, 0.871]",0.572,1.044,0.300
refined,k2,-0.080,"[-0.544, 0.384]",0.464,-0.344,0.732
refined,k3,0.611,"[0.113, 1.11]",0.498,2.450,0.017
refined,k4,0.213,"[-0.28, 0.706]",0.493,0.863,0.391
refined,k5,0.617,"[-0.075, 1.31]",0.692,1.779,0.080
