stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.197,-6.270,-2.839,1.962,0.728,-0.455,0.318,-1.076,-1.062,270417560.132,1584,0,0,0.191
norefined,2,-1.257,-6.384,-2.899,1.575,0.547,-0.492,0.113,-1.029,-1.018,212479284.112,1584,0,0,0.197
norefined,3,-1.044,-6.478,-3.011,1.214,0.354,-0.536,0.037,-0.963,-0.951,197927698.227,1584,0,0,0.161
norefined,4,-1.517,-6.417,-3.041,1.151,0.281,-0.557,0.064,-0.915,-0.855,215494087.071,1584,0,0,0.236
norefined,5,-1.045,-6.540,-3.050,1.074,0.246,-0.537,0.034,-0.872,-0.894,187594393.136,1584,0,0,0.160
norefined,6,-1.522,-6.474,-3.077,1.039,0.192,-0.548,0.074,-0.821,-0.799,204428363.228,1584,0,0,0.235
norefined,7,-1.046,-6.594,-3.085,0.970,0.161,-0.528,0.048,-0.785,-0.838,180333102.498,1584,0,0,0.159
norefined,8,-1.525,-6.524,-3.109,0.952,0.121,-0.532,0.093,-0.734,-0.742,196101410.555,1584,0,0,0.234
norefined,9,-1.047,-6.641,-3.116,0.891,0.093,-0.512,0.070,-0.703,-0.782,174846205.909,1584,0,0,0.158
norefined,10,-1.526,-6.569,-3.139,0.883,0.063,-0.510,0.118,-0.653,-0.687,189434167.120,1584,0,0,0.232
refined,11,-1.047,-6.641,-3.116,0.891,0.093,-0.512,0.070,-0.703,-0.782,174846205.909,1584,0,0,0.158
refined,12,-1.038,-5.676,-2.795,-0.703,0.305,0.030,0.455,0.365,0.594,110332814.021,1584,0,0,0.183
refined,13,-0.837,-5.159,-2.599,-0.260,0.252,-0.092,0.625,0.203,0.537,95239530.112,1584,0,0,0.162
refined,14,-0.939,-5.687,-2.847,-0.360,0.318,-0.089,0.605,0.217,0.655,94358963.369,1584,0,0,0.165
refined,15,-0.922,-5.579,-2.806,-0.348,0.299,-0.079,0.610,0.215,0.605,94325184.355,1584,0,0,0.165
refined,16,-0.936,-5.657,-2.841,-0.356,0.304,-0.081,0.610,0.213,0.624,94318644.534,1584,0,0,0.165
refined,17,-0.932,-5.634,-2.832,-0.353,0.299,-0.080,0.611,0.213,0.614,94317528.972,1584,0,0,0.165
refined,18,-0.934,-5.649,-2.838,-0.355,0.300,-0.080,0.611,0.213,0.618,94317305.913,1584,0,0,0.165
refined,19,-0.934,-5.644,-2.836,-0.354,0.299,-0.080,0.611,0.213,0.616,94317263.152,1584,0,0,0.165
refined,20,-0.934,-5.646,-2.838,-0.355,0.299,-0.080,0.611,0.213,0.617,94317254.625,1584,0,0,0.165
