stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.893,-6.616,-4.312,-0.860,-0.452,0.369,0.858,1.497,1.410,1191422341.039,0.437
norefined,2,-2.446,-6.703,-4.462,-0.917,-0.545,0.344,0.869,1.408,1.410,794892920.760,0.365
norefined,3,-1.995,-6.792,-4.582,-0.970,-0.643,0.338,0.885,1.312,1.360,430749352.298,0.294
norefined,4,-1.525,-6.920,-4.607,-1.026,-0.678,0.305,0.842,1.255,1.323,270193265.165,0.220
norefined,5,-1.196,-7.131,-4.452,-1.022,-0.658,0.115,0.753,1.178,1.173,259703414.822,0.168
norefined,6,-1.671,-7.123,-4.375,-0.967,-0.629,0.033,0.712,1.155,1.102,244735444.347,0.235
norefined,7,-1.196,-7.246,-4.355,-0.975,-0.625,-0.019,0.692,1.088,1.080,229482039.341,0.165
norefined,8,-1.676,-7.222,-4.290,-0.912,-0.591,-0.088,0.656,1.069,1.026,231653684.492,0.232
norefined,9,-1.190,-7.323,-4.300,-0.923,-0.591,-0.112,0.644,1.015,1.024,214960646.321,0.163
norefined,10,-1.673,-7.289,-4.243,-0.858,-0.556,-0.172,0.609,1.000,0.981,223720080.010,0.230
refined,11,-1.190,-7.323,-4.300,-0.923,-0.591,-0.112,0.644,1.015,1.024,214960646.321,0.163
refined,12,-0.540,-3.123,-1.159,0.524,-0.264,0.112,-0.561,-0.373,0.035,284340537.301,0.173
refined,13,-0.739,-4.335,-2.059,0.058,-0.134,-0.054,-0.110,-0.045,0.226,127263079.388,0.170
refined,14,-0.910,-5.366,-2.681,0.009,-0.297,-0.080,-0.070,0.142,0.441,117964491.181,0.170
refined,15,-0.912,-5.429,-2.726,0.057,-0.319,-0.102,-0.082,0.134,0.472,117744499.578,0.168
refined,16,-0.916,-5.453,-2.738,0.059,-0.326,-0.102,-0.082,0.138,0.475,117742778.965,0.168
refined,17,-0.915,-5.448,-2.736,0.059,-0.325,-0.103,-0.082,0.136,0.474,117742685.837,0.168
refined,18,-0.916,-5.450,-2.737,0.059,-0.325,-0.103,-0.082,0.136,0.474,117742677.324,0.168
refined,19,-0.916,-5.450,-2.736,0.059,-0.325,-0.103,-0.082,0.136,0.474,117742676.470,0.168
refined,20,-0.916,-5.450,-2.736,0.059,-0.325,-0.103,-0.082,0.136,0.474,117742676.381,0.168
