stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.321,"[-2.317, -0.324]",0.997,-2.645,0.010
norefined,c,-7.008,"[-12.608, -1.409]",5.600,-2.498,0.015
norefined,s,-4.149,"[-7.069, -1.229]",2.920,-2.836,0.006
norefined,k0,-0.551,"[-2.118, 1.016]",1.567,-0.702,0.485
norefined,k1,1.355,"[-0.671, 3.381]",2.026,1.335,0.186
norefined,k2,-0.155,"[-1.533, 1.222]",1.377,-0.225,0.822
norefined,k3,-0.040,"[-1.717, 1.637]",1.677,-0.048,0.962
norefined,k4,-0.284,"[-1.546, 0.978]",1.262,-0.449,0.655
norefined,k5,1.266,"[-0.454, 2.985]",1.719,1.469,0.146
refined,tt,-1.023,"[-1.512, -0.534]",0.489,-4.176,0.000
refined,c,-6.127,"[-9.168, -3.085]",3.042,-4.021,0.000
refined,s,-2.847,"[-4.198, -1.497]",1.351,-4.208,0.000
refined,k0,0.195,"[-0.457, 0.848]",0.652,0.598,0.552
refined,k1,-0.334,"[-1.169, 0.502]",0.835,-0.797,0.428
refined,k2,0.124,"[-0.632, 0.881]",0.757,0.328,0.744
refined,k3,0.319,"[-0.56, 1.198]",0.879,0.724,0.471
refined,k4,0.321,"[-0.35, 0.992]",0.671,0.954,0.344
refined,k5,0.106,"[-0.836, 1.049]",0.943,0.225,0.822
