stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.341,"[-2.931, 0.249]",1.590,-1.684,0.097
norefined,c,-6.908,"[-15.207, 1.391]",8.299,-1.661,0.101
norefined,s,-3.970,"[-8.331, 0.391]",4.361,-1.817,0.074
norefined,k0,-0.480,"[-2.791, 1.832]",2.311,-0.414,0.680
norefined,k1,1.845,"[-1.658, 5.348]",3.503,1.052,0.297
norefined,k2,0.183,"[-1.91, 2.275]",2.092,0.174,0.862
norefined,k3,-0.056,"[-2.025, 1.913]",1.969,-0.057,0.955
norefined,k4,0.156,"[-1.416, 1.728]",1.572,0.198,0.844
norefined,k5,1.513,"[-1.127, 4.153]",2.640,1.144,0.257
refined,tt,-1.341,"[-2.931, 0.249]",1.590,-1.684,0.097
refined,c,-6.908,"[-15.207, 1.391]",8.299,-1.661,0.101
refined,s,-3.970,"[-8.331, 0.391]",4.361,-1.817,0.074
refined,k0,-0.480,"[-2.791, 1.832]",2.311,-0.414,0.680
refined,k1,1.845,"[-1.658, 5.348]",3.503,1.052,0.297
refined,k2,0.183,"[-1.91, 2.275]",2.092,0.174,0.862
refined,k3,-0.056,"[-2.025, 1.913]",1.969,-0.057,0.955
refined,k4,0.156,"[-1.416, 1.728]",1.572,0.198,0.844
refined,k5,1.513,"[-1.127, 4.153]",2.640,1.144,0.257
