attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.262,"[-1.646, -0.878]",0.384,-5.474,0.000,76.280,ngd,31,172946114.078,0.137,-1.000,-0.262,0,0,fn
c,-6.508,"[-8.439, -4.577]",1.931,-5.616,0.000,76.280,ngd,31,172946114.078,0.137,-6.000,-0.508,0,0,fn
s,-3.646,"[-4.705, -2.588]",1.058,-5.739,0.000,76.280,ngd,31,172946114.078,0.137,-3.000,-0.646,0,0,fn
vot,0.194,,,,,76.280,ngd,31,172946114.078,0.137,0.167,0.027,0,0,fn
tt,26.404,"[-69390.737, 69443.544]",69417.141,0.001,0.999,42.335,lm,31,13232027802.319,1.202,-1.000,27.404,1,0,fn
c,-277.874,"[-528458.777, 527903.029]",528180.903,-0.001,0.999,42.335,lm,31,13232027802.319,1.202,-6.000,-271.874,1,0,fn
s,-213.474,"[-410383.83, 409956.882]",410170.356,-0.001,0.999,42.335,lm,31,13232027802.319,1.202,-3.000,-210.474,1,0,fn
vot,-0.095,,,,,42.335,lm,31,13232027802.319,1.202,0.167,-0.262,0,0,fn
tt,-0.748,"[-0.945, -0.552]",0.196,-6.349,0.000,124.151,ngd+lm,31,161330745.042,0.133,-1.000,0.252,0,0,fn
c,-4.626,"[-5.779, -3.473]",1.153,-6.684,0.000,124.151,ngd+lm,31,161330745.042,0.133,-6.000,1.374,0,0,fn
s,-2.106,"[-2.63, -1.582]",0.524,-6.697,0.000,124.151,ngd+lm,31,161330745.042,0.133,-3.000,0.894,0,0,fn
vot,0.162,,,,,124.151,ngd+lm,31,161330745.042,0.133,0.167,-0.005,0,0,fn
