stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.791,"[-4.669, 3.088]",3.878,-0.369,0.719
norefined,c,-6.953,"[-28.385, 14.478]",21.432,-0.588,0.570
norefined,s,-2.392,"[-16.046, 11.261]",13.653,-0.318,0.757
norefined,k0,-0.039,"[-6.577, 6.499]",6.538,-0.011,0.992
norefined,k1,0.912,"[-4.058, 5.882]",4.970,0.333,0.746
norefined,k2,0.208,"[-4.238, 4.653]",4.446,0.085,0.934
norefined,k3,-1.065,"[-6.921, 4.791]",5.856,-0.330,0.749
norefined,k4,-1.578,"[-7.494, 4.338]",5.916,-0.483,0.639
norefined,k5,-1.528,"[-6.002, 2.945]",4.473,-0.619,0.550
refined,tt,-0.828,"[-1.458, -0.197]",0.630,-2.380,0.039
refined,c,-3.557,"[-6.574, -0.54]",3.017,-2.137,0.058
refined,s,-2.395,"[-4.54, -0.25]",2.145,-2.023,0.071
refined,k0,-0.378,"[-1.217, 0.462]",0.839,-0.815,0.434
refined,k1,-0.154,"[-1.118, 0.81]",0.964,-0.289,0.779
refined,k2,1.081,"[0.156, 2.005]",0.925,2.119,0.060
refined,k3,0.302,"[-0.545, 1.149]",0.847,0.647,0.532
refined,k4,-0.346,"[-1.08, 0.389]",0.734,-0.853,0.413
refined,k5,-0.894,"[-2.151, 0.364]",1.258,-1.288,0.227
