stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,33.647,1.727,0.000,0,9,2876891266.733,521201737.199,76
refined,61.893,1.727,0.000,0,9,2876891266.733,308877559.660,76
