stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,54.889,1.857,0.000,0,9,1325182213.985,73479837.776,38
refined,102.495,1.857,0.000,0,9,1325182213.985,40390942.713,38
