stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.069,"[-1.558, -0.58]",0.489,-3.715,0.001
norefined,c,-6.576,"[-9.655, -3.497]",3.079,-3.629,0.001
norefined,s,-2.820,"[-4.485, -1.155]",1.665,-2.878,0.007
norefined,k0,-0.607,"[-1.453, 0.238]",0.846,-1.220,0.232
norefined,k1,-0.742,"[-2.552, 1.067]",1.810,-0.697,0.491
norefined,k2,-0.148,"[-0.942, 0.645]",0.794,-0.317,0.753
norefined,k3,-0.391,"[-1.865, 1.084]",1.474,-0.450,0.656
norefined,k4,-0.012,"[-0.867, 0.843]",0.855,-0.024,0.981
norefined,k5,1.200,"[0.182, 2.218]",1.018,2.003,0.055
refined,tt,-0.729,"[-0.983, -0.475]",0.254,-4.876,0.000
refined,c,-4.579,"[-6.032, -3.126]",1.453,-5.355,0.000
refined,s,-2.221,"[-3.154, -1.288]",0.933,-4.043,0.000
refined,k0,-0.355,"[-0.799, 0.089]",0.444,-1.357,0.185
refined,k1,0.460,"[-0.337, 1.258]",0.798,0.981,0.335
refined,k2,-0.288,"[-0.778, 0.203]",0.491,-0.996,0.327
refined,k3,-0.740,"[-1.414, -0.066]",0.674,-1.866,0.072
refined,k4,-0.362,"[-0.836, 0.111]",0.473,-1.300,0.204
refined,k5,0.626,"[0.143, 1.11]",0.484,2.200,0.036
