stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,36.547,1.727,0.000,0,9,2317222845.925,392132462.156,76
refined,59.074,1.727,0.000,0,9,2317222845.925,259331871.187,76
