stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.713,-7.915,-2.593,0.553,-1.849,-0.190,-0.259,1.518,0.555,2707073803.474,1584,0,0,-0.090
norefined,2,0.221,-7.957,-2.578,0.532,-1.863,-0.194,-0.322,1.485,0.557,1483817219.022,1584,0,0,-0.028
norefined,3,-0.273,-7.968,-2.549,0.483,-1.879,-0.191,-0.363,1.473,0.585,778656744.091,1584,0,0,0.034
norefined,4,-0.763,-7.941,-2.539,0.405,-1.889,-0.181,-0.382,1.478,0.636,440243397.245,1584,0,0,0.096
norefined,5,-1.178,-7.879,-2.586,0.280,-1.777,-0.200,-0.208,1.540,0.730,510592830.054,1584,0,0,0.150
norefined,6,-0.705,-7.910,-2.724,0.275,-1.755,-0.217,-0.161,1.522,0.682,415703720.944,1584,0,0,0.089
norefined,7,-1.175,-7.852,-2.711,0.178,-1.713,-0.203,-0.078,1.560,0.755,472737470.462,1584,0,0,0.150
norefined,8,-0.699,-7.883,-2.842,0.172,-1.701,-0.221,-0.052,1.533,0.700,401396217.589,1584,0,0,0.089
norefined,9,-1.177,-7.827,-2.813,0.085,-1.675,-0.201,0.010,1.561,0.764,451669315.084,1584,0,0,0.150
norefined,10,-0.699,-7.860,-2.937,0.079,-1.672,-0.220,0.019,1.526,0.704,392132462.156,1584,0,0,0.089
refined,11,-0.699,-7.860,-2.937,0.079,-1.672,-0.220,0.019,1.526,0.704,392132462.156,1584,0,0,0.089
refined,12,-0.292,-1.445,-0.600,-0.245,0.756,0.569,0.520,-0.681,0.100,881902170.270,1584,0,0,0.202
refined,13,-0.166,-1.732,-0.638,-0.096,-0.253,0.156,0.060,0.192,0.210,296851475.761,1584,0,0,0.096
refined,14,-0.221,-2.196,-0.789,-0.098,-0.280,0.080,0.078,0.230,0.240,266822857.089,1584,0,0,0.101
refined,15,-0.256,-2.496,-0.910,-0.112,-0.337,0.041,0.079,0.270,0.284,261232970.542,1584,0,0,0.103
refined,16,-0.278,-2.674,-0.988,-0.122,-0.376,0.024,0.083,0.290,0.310,259866410.941,1584,0,0,0.104
refined,17,-0.291,-2.777,-1.034,-0.128,-0.397,0.018,0.087,0.299,0.323,259488590.337,1584,0,0,0.105
refined,18,-0.299,-2.837,-1.060,-0.131,-0.409,0.016,0.090,0.304,0.330,259376805.396,1584,0,0,0.105
refined,19,-0.303,-2.871,-1.076,-0.133,-0.416,0.015,0.092,0.307,0.333,259342553.554,1584,0,0,0.106
refined,20,-0.305,-2.890,-1.084,-0.135,-0.420,0.014,0.094,0.308,0.335,259331871.187,1584,0,0,0.106
