attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.546,"[-0.758, -0.334]",0.212,-4.295,0.000,5.528,ngd,48,258821744.100,0.167,-1.000,0.454,0,0,fn
c,-4.554,"[-6.092, -3.015]",1.538,-4.931,0.000,5.528,ngd,48,258821744.100,0.167,-6.000,1.446,0,0,fn
s,-2.362,"[-3.165, -1.558]",0.804,-4.896,0.000,5.528,ngd,48,258821744.100,0.167,-3.000,0.638,0,0,fn
vot,0.120,,,,,5.528,ngd,48,258821744.100,0.167,0.167,-0.047,0,0,fn
tt,-1.165,"[-1.509, -0.821]",0.344,-5.643,0.000,6.066,lm,48,186513784.217,0.142,-1.000,-0.165,0,0,fn
c,-7.451,"[-9.64, -5.263]",2.188,-5.672,0.000,6.066,lm,48,186513784.217,0.142,-6.000,-1.451,0,0,fn
s,-3.769,"[-4.908, -2.631]",1.138,-5.516,0.000,6.066,lm,48,186513784.217,0.142,-3.000,-0.769,0,0,fn
vot,0.156,,,,,6.066,lm,48,186513784.217,0.142,0.167,-0.010,0,0,fn
tt,-1.165,"[-1.509, -0.821]",0.344,-5.643,0.000,11.755,ngd+lm,48,186513784.217,0.142,-1.000,-0.165,0,0,fn
c,-7.451,"[-9.64, -5.263]",2.188,-5.672,0.000,11.755,ngd+lm,48,186513784.217,0.142,-6.000,-1.451,0,0,fn
s,-3.769,"[-4.908, -2.631]",1.138,-5.516,0.000,11.755,ngd+lm,48,186513784.217,0.142,-3.000,-0.769,0,0,fn
vot,0.156,,,,,11.755,ngd+lm,48,186513784.217,0.142,0.167,-0.010,0,0,fn
