stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,32.053,2.347,0.000,19,0,9,901543170.135,30205062.082
refined,95.089,2.347,0.000,19,0,9,901543170.135,10412865.727
