stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.730,-6.550,-2.554,-1.520,1.452,-0.566,0.624,1.215,-0.697,77952187.914,0.264
norefined,2,-1.347,-6.713,-2.580,-1.559,1.302,-0.651,0.461,1.084,-0.730,54093650.276,0.201
norefined,3,-0.936,-6.755,-2.789,-1.570,1.212,-0.711,0.423,0.937,-0.739,44953797.390,0.139
norefined,4,-1.297,-6.765,-2.903,-1.508,1.072,-0.773,0.397,0.686,-0.615,38063654.346,0.192
norefined,5,-0.835,-6.826,-3.056,-1.447,1.015,-0.759,0.355,0.689,-0.603,41177919.509,0.122
norefined,6,-1.312,-6.818,-3.055,-1.405,0.952,-0.669,0.343,0.653,-0.522,34432805.880,0.192
norefined,7,-0.840,-6.888,-3.176,-1.351,0.897,-0.659,0.307,0.643,-0.522,38395875.119,0.122
norefined,8,-1.322,-6.877,-3.155,-1.318,0.849,-0.577,0.308,0.607,-0.445,31962733.930,0.192
norefined,9,-0.845,-6.947,-3.264,-1.269,0.800,-0.568,0.276,0.597,-0.456,36477313.719,0.122
norefined,10,-1.330,-6.932,-3.233,-1.244,0.765,-0.494,0.287,0.563,-0.383,30205062.082,0.192
refined,11,-1.330,-6.932,-3.233,-1.244,0.765,-0.494,0.287,0.563,-0.383,30205062.082,0.192
refined,12,-2.156,-11.930,-6.111,-0.604,0.361,0.014,0.135,0.296,-0.588,16589269.879,0.181
refined,13,-4.728,-26.214,-13.786,0.973,-0.749,1.019,-0.780,-0.052,-2.140,12264943.982,0.180
refined,14,-6.463,-37.487,-18.797,2.438,-2.157,0.306,0.952,-0.255,-3.166,11557319.744,0.172
refined,15,-4.453,-25.027,-13.174,1.505,-1.324,0.735,0.195,-0.351,-2.180,11669810.416,0.178
refined,16,-6.897,-39.932,-20.378,2.862,-3.035,0.743,0.993,-0.445,-3.068,11296307.516,0.173
refined,17,-6.315,-36.349,-18.748,2.614,-2.912,0.888,1.104,-0.476,-2.667,11248952.476,0.174
refined,18,-8.435,-49.094,-25.079,3.902,-4.501,1.111,1.775,-0.664,-3.337,11149956.972,0.172
refined,19,-11.611,-67.138,-34.745,5.815,-7.621,2.293,2.546,-1.019,-4.080,10835367.825,0.173
refined,20,-42.159,-243.268,-126.387,23.883,-33.242,9.866,9.596,-4.045,-13.627,10412865.727,0.173
