stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.730,-6.550,-2.554,-1.520,1.452,-0.566,0.624,1.215,-0.697,533960204.428,0.264
norefined,2,-1.286,-6.674,-2.639,-1.505,1.397,-0.641,0.501,1.138,-0.687,277811988.049,0.193
norefined,3,-0.942,-6.760,-2.806,-1.415,1.337,-0.724,0.393,0.919,-0.551,261883877.542,0.139
norefined,4,-1.391,-6.727,-2.857,-1.347,1.302,-0.750,0.373,0.759,-0.440,216085779.863,0.207
norefined,5,-0.920,-6.798,-2.960,-1.333,1.267,-0.790,0.304,0.692,-0.431,206279810.462,0.135
norefined,6,-1.383,-6.757,-3.003,-1.273,1.236,-0.797,0.297,0.560,-0.334,175801860.498,0.205
norefined,7,-0.905,-6.825,-3.094,-1.270,1.203,-0.829,0.239,0.512,-0.344,175066968.972,0.133
norefined,8,-1.380,-6.781,-3.123,-1.218,1.175,-0.822,0.243,0.404,-0.261,150983411.276,0.203
norefined,9,-0.897,-6.847,-3.207,-1.219,1.143,-0.848,0.192,0.365,-0.280,156269431.892,0.131
norefined,10,-1.379,-6.804,-3.223,-1.175,1.117,-0.832,0.203,0.277,-0.209,135180233.507,0.203
refined,11,-1.379,-6.804,-3.223,-1.175,1.117,-0.832,0.203,0.277,-0.209,135180233.507,0.203
refined,12,-0.717,-5.285,-2.772,0.771,-0.849,0.216,0.442,-0.293,0.281,60307574.770,0.136
refined,13,-0.982,-6.369,-3.215,0.368,-0.437,-0.074,0.485,-0.118,0.139,39517435.751,0.154
refined,14,-1.208,-7.457,-3.916,0.271,-0.428,-0.141,0.526,-0.013,0.080,37829212.070,0.162
refined,15,-1.322,-8.030,-4.296,0.264,-0.436,-0.142,0.527,0.071,0.052,37537999.657,0.165
refined,16,-1.371,-8.294,-4.458,0.259,-0.439,-0.157,0.533,0.117,0.039,37495277.641,0.165
refined,17,-1.389,-8.392,-4.516,0.259,-0.438,-0.167,0.538,0.134,0.032,37489508.846,0.165
refined,18,-1.396,-8.432,-4.539,0.259,-0.437,-0.172,0.541,0.141,0.029,37488715.100,0.166
refined,19,-1.398,-8.446,-4.547,0.259,-0.437,-0.173,0.543,0.143,0.028,37488604.477,0.166
refined,20,-1.399,-8.452,-4.550,0.259,-0.437,-0.174,0.543,0.144,0.027,37488589.042,0.166
