stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,7.335,2.023,0.000,0,9,2004806481.842,1009817151.451,76
refined,19.045,2.023,0.000,0,9,2004806481.842,563425826.344,76
