stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.554,-7.253,-2.976,0.162,-1.831,1.615,0.182,-1.312,-0.826,5521288845.971,1584,0,0,-0.076
norefined,2,0.062,-7.270,-3.005,0.123,-1.866,1.572,0.168,-1.350,-0.841,3140861344.019,1584,0,0,-0.008
norefined,3,-0.435,-7.269,-3.013,0.104,-1.887,1.532,0.142,-1.365,-0.861,1792961608.911,1584,0,0,0.060
norefined,4,-0.932,-7.247,-3.011,0.124,-1.858,1.512,0.139,-1.340,-0.876,1120827741.238,1584,0,0,0.129
norefined,5,-1.418,-7.199,-3.027,0.153,-1.775,1.517,0.160,-1.288,-0.863,1309753213.672,1584,0,0,0.197
norefined,6,-0.936,-7.261,-3.101,0.178,-1.723,1.527,0.123,-1.244,-0.900,1080726604.853,1584,0,0,0.129
norefined,7,-1.422,-7.213,-3.112,0.209,-1.642,1.532,0.143,-1.190,-0.885,1265452043.144,1584,0,0,0.197
norefined,8,-0.939,-7.276,-3.182,0.233,-1.591,1.543,0.106,-1.144,-0.919,1043775455.218,1584,0,0,0.129
norefined,9,-1.425,-7.228,-3.188,0.265,-1.511,1.548,0.126,-1.088,-0.903,1221077609.669,1584,0,0,0.197
norefined,10,-0.941,-7.290,-3.255,0.290,-1.462,1.559,0.088,-1.041,-0.935,1009817151.447,1584,0,0,0.129
refined,11,-0.941,-7.290,-3.255,0.290,-1.462,1.559,0.088,-1.041,-0.935,1009817151.447,1584,0,0,0.129
refined,12,-0.431,-2.466,-1.361,0.845,0.621,-0.480,0.696,0.255,-0.477,1167725576.300,1584,0,0,0.175
refined,13,-0.060,-0.553,-0.324,0.165,-0.419,1.028,-0.222,-0.076,-0.245,1882470567.768,1584,0,0,0.109
refined,14,-0.156,-1.008,-0.522,0.347,0.077,0.343,0.194,0.068,-0.231,599435750.771,1584,0,0,0.154
refined,15,-0.184,-1.097,-0.651,0.339,0.017,0.440,0.100,0.115,-0.210,565395089.733,1584,0,0,0.167
refined,16,-0.193,-1.142,-0.690,0.349,0.007,0.457,0.102,0.123,-0.225,563555135.688,1584,0,0,0.169
refined,17,-0.195,-1.154,-0.699,0.353,0.004,0.461,0.104,0.123,-0.231,563434648.279,1584,0,0,0.169
refined,18,-0.195,-1.157,-0.701,0.353,0.004,0.462,0.105,0.123,-0.233,563426423.220,1584,0,0,0.169
refined,19,-0.195,-1.158,-0.701,0.354,0.003,0.462,0.105,0.123,-0.234,563425864.219,1584,0,0,0.169
refined,20,-0.195,-1.158,-0.702,0.354,0.003,0.462,0.105,0.123,-0.234,563425826.342,1584,0,0,0.169
