stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,35.633,1.727,0.000,0,9,4016491960.591,694106429.009,76
refined,80.962,1.727,0.000,0,9,4016491960.591,338216142.929,76
