attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.195,"[-0.253, -0.137]",0.058,-6.712,0.000,85,0.800,563425826.342,0.195,-1.000,0.805,0,0,fn
c,-1.158,"[-1.557, -0.76]",0.398,-5.803,0.000,85,0.800,563425826.342,0.195,-6.000,4.842,0,0,fn
s,-0.702,"[-0.965, -0.438]",0.263,-5.317,0.000,85,0.800,563425826.342,0.195,-3.000,2.298,0,0,fn
k0,0.354,"[-0.067, 0.774]",0.421,1.678,0.098,85,0.800,563425826.342,0.195,0.000,0.354,0,1,fp
k1,0.003,"[-0.235, 0.241]",0.238,0.028,0.978,85,0.800,563425826.342,0.195,0.000,0.003,0,0,fp
k2,0.462,"[0.185, 0.739]",0.277,3.330,0.001,85,0.800,563425826.342,0.195,0.000,0.462,0,1,fp
k3,0.105,"[-0.3, 0.51]",0.405,0.516,0.607,85,0.800,563425826.342,0.195,0.000,0.105,0,0,fp
k4,0.123,"[-0.184, 0.43]",0.307,0.800,0.427,85,0.800,563425826.342,0.195,0.000,0.123,0,0,fp
k5,-0.234,"[-0.526, 0.059]",0.293,-1.594,0.116,85,0.800,563425826.342,0.195,0.000,-0.234,0,0,fp
vot,0.169,,,,,85,0.800,563425826.342,0.195,0.167,0.002,0,0,fn
tt,-0.304,"[-0.399, -0.21]",0.095,-6.412,0.000,85,0.900,280664124.278,0.155,-1.000,0.696,0,0,fn
c,-1.913,"[-2.522, -1.305]",0.609,-6.273,0.000,85,0.900,280664124.278,0.155,-6.000,4.087,0,0,fn
s,-1.020,"[-1.361, -0.679]",0.341,-5.971,0.000,85,0.900,280664124.278,0.155,-3.000,1.980,0,0,fn
k0,-0.002,"[-0.425, 0.421]",0.423,-0.011,0.991,85,0.900,280664124.278,0.155,0.000,-0.002,0,0,fp
k1,-0.024,"[-0.259, 0.211]",0.235,-0.204,0.839,85,0.900,280664124.278,0.155,0.000,-0.024,0,0,fp
k2,0.394,"[0.108, 0.68]",0.286,2.746,0.008,85,0.900,280664124.278,0.155,0.000,0.394,0,1,fp
k3,-0.052,"[-0.45, 0.346]",0.398,-0.262,0.794,85,0.900,280664124.278,0.155,0.000,-0.052,0,0,fp
k4,0.191,"[-0.128, 0.509]",0.319,1.195,0.236,85,0.900,280664124.278,0.155,0.000,0.191,0,0,fp
k5,-0.135,"[-0.423, 0.153]",0.288,-0.936,0.352,85,0.900,280664124.278,0.155,0.000,-0.135,0,0,fp
vot,0.159,,,,,85,0.900,280664124.278,0.155,0.167,-0.008,0,0,fn
tt,-0.952,"[-1.447, -0.458]",0.494,-3.847,0.000,85,1.100,159647068.345,0.143,-1.000,0.048,0,0,fn
c,-5.402,"[-8.211, -2.593]",2.809,-3.839,0.000,85,1.100,159647068.345,0.143,-6.000,0.598,0,0,fn
s,-2.496,"[-3.915, -1.077]",1.419,-3.511,0.001,85,1.100,159647068.345,0.143,-3.000,0.504,0,0,fn
k0,0.014,"[-0.604, 0.632]",0.618,0.045,0.964,85,1.100,159647068.345,0.143,0.000,0.014,0,0,fp
k1,0.138,"[-0.257, 0.534]",0.396,0.698,0.487,85,1.100,159647068.345,0.143,0.000,0.138,0,0,fp
k2,-0.447,"[-0.984, 0.091]",0.538,-1.658,0.102,85,1.100,159647068.345,0.143,0.000,-0.447,0,0,fp
k3,-0.144,"[-0.64, 0.352]",0.496,-0.579,0.564,85,1.100,159647068.345,0.143,0.000,-0.144,0,0,fp
k4,-0.022,"[-0.639, 0.594]",0.617,-0.072,0.943,85,1.100,159647068.345,0.143,0.000,-0.022,0,0,fp
k5,0.031,"[-0.451, 0.514]",0.482,0.130,0.897,85,1.100,159647068.345,0.143,0.000,0.031,0,0,fp
vot,0.176,,,,,85,1.100,159647068.345,0.143,0.167,0.010,0,0,fn
tt,-1.131,"[-2.089, -0.173]",0.958,-2.357,0.021,85,1.200,362325633.847,0.234,-1.000,-0.131,0,0,fn
c,-5.948,"[-11.159, -0.737]",5.211,-2.278,0.026,85,1.200,362325633.847,0.234,-6.000,0.052,0,0,fn
s,-3.016,"[-5.896, -0.136]",2.880,-2.090,0.040,85,1.200,362325633.847,0.234,-3.000,-0.016,0,0,fn
k0,0.197,"[-0.9, 1.294]",1.097,0.359,0.721,85,1.200,362325633.847,0.234,0.000,0.197,0,0,fp
k1,-0.091,"[-0.728, 0.546]",0.637,-0.285,0.776,85,1.200,362325633.847,0.234,0.000,-0.091,0,0,fp
k2,-0.215,"[-1.1, 0.671]",0.885,-0.484,0.630,85,1.200,362325633.847,0.234,0.000,-0.215,0,0,fp
k3,-0.083,"[-0.93, 0.765]",0.847,-0.195,0.846,85,1.200,362325633.847,0.234,0.000,-0.083,0,0,fp
k4,0.060,"[-1.012, 1.133]",1.072,0.112,0.911,85,1.200,362325633.847,0.234,0.000,0.060,0,0,fp
k5,-0.158,"[-0.896, 0.581]",0.739,-0.426,0.671,85,1.200,362325633.847,0.234,0.000,-0.158,0,0,fp
vot,0.190,,,,,85,1.200,362325633.847,0.234,0.167,0.023,0,0,fn
