stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.554,-7.253,-2.976,0.162,-1.831,1.615,0.182,-1.312,-0.826,4302528090.416,-0.076
norefined,2,0.063,-7.271,-3.008,0.123,-1.865,1.560,0.156,-1.347,-0.844,2388973808.756,-0.009
norefined,3,-0.431,-7.267,-3.021,0.098,-1.889,1.509,0.123,-1.364,-0.870,1188834028.979,0.059
norefined,4,-0.925,-7.243,-3.041,0.096,-1.857,1.464,0.103,-1.344,-0.894,757167931.477,0.128
norefined,5,-1.406,-7.199,-3.051,0.126,-1.753,1.456,0.093,-1.276,-0.883,857689914.963,0.195
norefined,6,-0.923,-7.274,-3.110,0.136,-1.712,1.457,0.041,-1.229,-0.918,720632174.488,0.127
norefined,7,-1.405,-7.229,-3.115,0.166,-1.611,1.449,0.032,-1.163,-0.902,787303970.913,0.194
norefined,8,-0.922,-7.304,-3.172,0.176,-1.569,1.449,-0.021,-1.117,-0.933,684836399.113,0.126
norefined,9,-1.405,-7.259,-3.172,0.206,-1.473,1.441,-0.029,-1.054,-0.914,724732816.143,0.194
norefined,10,-0.922,-7.332,-3.229,0.217,-1.430,1.441,-0.084,-1.008,-0.942,650156757.866,0.126
refined,11,-0.922,-7.332,-3.229,0.217,-1.430,1.441,-0.084,-1.008,-0.942,650156757.866,0.126
refined,12,-0.338,-0.932,-0.777,-0.362,1.020,-0.524,-0.028,0.172,0.807,2481204870.318,0.363
refined,13,-0.139,-1.222,-0.526,0.044,-0.281,0.425,-0.096,0.200,-0.391,576974152.511,0.114
refined,14,-0.252,-1.623,-0.869,0.041,-0.058,0.422,-0.104,0.190,-0.209,292009225.735,0.155
refined,15,-0.293,-1.831,-0.986,0.013,-0.029,0.400,-0.074,0.195,-0.143,281049464.979,0.160
refined,16,-0.302,-1.894,-1.012,0.001,-0.025,0.394,-0.057,0.193,-0.135,280683132.013,0.159
refined,17,-0.304,-1.909,-1.018,-0.002,-0.024,0.394,-0.053,0.191,-0.135,280665177.847,0.159
refined,18,-0.304,-1.912,-1.019,-0.002,-0.024,0.394,-0.053,0.191,-0.135,280664182.280,0.159
refined,19,-0.304,-1.913,-1.020,-0.002,-0.024,0.394,-0.052,0.191,-0.135,280664127.308,0.159
refined,20,-0.304,-1.913,-1.020,-0.002,-0.024,0.394,-0.052,0.191,-0.135,280664124.278,0.159
