stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,55.997,2.023,0.000,76,0,9,4237798239.557,497279176.380
refined,79.627,2.023,0.000,76,0,9,4237798239.557,362325633.844
