stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.725,"[-1.54, 0.091]",0.815,-1.482,0.143
norefined,c,-4.889,"[-9.684, -0.093]",4.796,-1.700,0.094
norefined,s,-2.620,"[-5.313, 0.073]",2.693,-1.623,0.109
norefined,k0,0.935,"[-0.606, 2.475]",1.541,1.012,0.315
norefined,k1,-0.591,"[-2.002, 0.821]",1.412,-0.698,0.488
norefined,k2,-0.337,"[-1.709, 1.035]",1.372,-0.409,0.684
norefined,k3,-0.464,"[-2.122, 1.194]",1.658,-0.467,0.642
norefined,k4,0.804,"[-0.895, 2.503]",1.699,0.789,0.433
norefined,k5,0.628,"[-1.144, 2.401]",1.773,0.591,0.556
refined,tt,-0.513,"[-0.903, -0.123]",0.390,-2.192,0.032
refined,c,-3.592,"[-5.966, -1.217]",2.374,-2.523,0.014
refined,s,-1.138,"[-1.939, -0.338]",0.801,-2.371,0.021
refined,k0,0.615,"[-0.143, 1.374]",0.758,1.354,0.180
refined,k1,0.485,"[-0.391, 1.361]",0.876,0.924,0.359
refined,k2,0.321,"[-0.406, 1.048]",0.727,0.736,0.464
refined,k3,-0.193,"[-0.956, 0.57]",0.763,-0.422,0.675
refined,k4,-0.530,"[-1.536, 0.476]",1.006,-0.878,0.383
refined,k5,0.132,"[-0.545, 0.809]",0.677,0.325,0.746
