stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.739,"[-1.277, -0.202]",0.537,-2.295,0.025
norefined,c,-4.690,"[-7.799, -1.581]",3.109,-2.516,0.014
norefined,s,-2.921,"[-4.925, -0.916]",2.005,-2.430,0.018
norefined,k0,0.513,"[-0.508, 1.533]",1.020,0.838,0.405
norefined,k1,-1.089,"[-2.413, 0.235]",1.324,-1.372,0.175
norefined,k2,-0.574,"[-1.59, 0.442]",1.016,-0.942,0.350
norefined,k3,-0.490,"[-1.766, 0.786]",1.276,-0.640,0.524
norefined,k4,0.761,"[-0.461, 1.984]",1.222,1.039,0.303
norefined,k5,0.547,"[-0.694, 1.787]",1.241,0.735,0.465
refined,tt,-2.647,"[-5.687, 0.392]",3.040,-1.453,0.151
refined,c,-12.733,"[-26.11, 0.644]",13.377,-1.588,0.117
refined,s,-9.123,"[-20.508, 2.262]",11.385,-1.336,0.186
refined,k0,-1.296,"[-5.767, 3.175]",4.471,-0.483,0.630
refined,k1,2.320,"[-2.979, 7.618]",5.298,0.730,0.468
refined,k2,-1.976,"[-6.764, 2.813]",4.788,-0.688,0.494
refined,k3,3.025,"[-2.604, 8.654]",5.629,0.896,0.373
refined,k4,-2.427,"[-6.617, 1.764]",4.191,-0.966,0.338
refined,k5,-1.820,"[-6.723, 3.083]",4.903,-0.619,0.538
