stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.032,-4.022,-2.210,1.898,-0.266,0.302,0.555,1.995,1.962,7549122082.780,1584,0,0,-0.008
norefined,2,-0.369,-4.137,-2.215,1.773,-0.388,0.225,0.446,1.891,1.835,5176231619.236,1584,0,0,0.089
norefined,3,-0.781,-4.224,-2.238,1.663,-0.490,0.139,0.321,1.779,1.715,3195079939.510,1584,0,0,0.185
norefined,4,-1.102,-4.322,-2.271,1.532,-0.619,0.024,0.147,1.616,1.533,2392663473.328,1584,0,0,0.255
norefined,5,-1.257,-4.431,-2.319,1.391,-0.757,-0.103,-0.081,1.403,1.290,1778057297.080,1584,0,0,0.284
norefined,6,-1.320,-4.531,-2.379,1.224,-0.886,-0.239,-0.329,1.191,1.039,1450689371.517,1584,0,0,0.291
norefined,7,-0.965,-4.647,-2.532,1.116,-0.876,-0.313,-0.445,1.062,0.841,1198070977.619,1584,0,0,0.208
norefined,8,-0.756,-4.793,-2.598,0.937,-0.843,-0.418,-0.573,0.850,0.567,1210911915.135,1584,0,0,0.158
norefined,9,-1.160,-4.819,-2.450,0.969,-0.698,-0.355,-0.464,0.860,0.729,1195926406.671,1584,0,0,0.241
norefined,10,-0.725,-4.889,-2.620,0.935,-0.591,-0.337,-0.464,0.804,0.628,1191478828.961,1584,0,0,0.148
refined,11,-0.725,-4.889,-2.620,0.935,-0.591,-0.337,-0.464,0.804,0.628,1191478828.961,1584,0,0,0.148
refined,12,-1.405,-8.749,-3.745,1.470,0.284,0.125,-0.795,0.030,1.098,1056651036.943,1584,0,0,0.161
refined,13,0.095,1.499,1.127,-1.064,0.971,0.824,1.858,-1.232,-1.608,13061772114.570,1584,0,0,0.064
refined,14,-0.635,-6.836,-5.752,4.760,-3.586,-4.028,-7.599,4.364,6.945,2784485228.402,1584,0,0,0.093
refined,15,-0.938,-5.810,-4.473,1.956,-0.042,-1.182,-3.876,0.110,3.749,1689345164.953,1584,0,0,0.161
refined,16,-1.370,-10.334,-4.189,1.499,0.672,-0.337,-1.083,-0.960,2.457,1072586697.630,1584,0,0,0.133
refined,17,-0.366,-1.136,0.195,-0.436,1.277,1.288,0.943,-0.637,-1.720,5109843738.556,1584,0,0,0.323
refined,18,-0.151,-1.588,-0.703,0.682,-0.594,-0.308,-0.340,0.031,0.816,1542811859.186,1584,0,0,0.095
refined,19,-0.328,-2.395,-0.822,0.525,0.186,0.102,-0.217,-0.261,0.183,1099609994.370,1584,0,0,0.137
refined,20,-0.513,-3.592,-1.138,0.615,0.485,0.321,-0.193,-0.530,0.132,1037721382.417,1584,0,0,0.143
