stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,81.684,2.023,0.000,0,9,2612885798.469,218241770.973,76
refined,191.621,2.023,0.000,0,9,2612885798.469,97713790.967,76
