stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.269,"[-2.226, -0.312]",0.957,-2.648,0.010
norefined,c,-5.760,"[-10.393, -1.126]",4.633,-2.481,0.016
norefined,s,-4.663,"[-8.331, -0.995]",3.668,-2.537,0.014
norefined,k0,-1.231,"[-3.483, 1.022]",2.253,-1.090,0.280
norefined,k1,-0.586,"[-2.245, 1.073]",1.659,-0.705,0.483
norefined,k2,1.251,"[0.079, 2.423]",1.172,2.131,0.037
norefined,k3,-1.313,"[-3.014, 0.388]",1.701,-1.541,0.128
norefined,k4,-0.380,"[-2.123, 1.362]",1.742,-0.436,0.664
norefined,k5,-0.398,"[-1.305, 0.508]",0.906,-0.877,0.384
refined,tt,-1.224,"[-1.752, -0.696]",0.528,-4.627,0.000
refined,c,-7.222,"[-10.347, -4.096]",3.126,-4.612,0.000
refined,s,-3.154,"[-4.455, -1.853]",1.301,-4.840,0.000
refined,k0,-0.576,"[-1.509, 0.358]",0.934,-1.231,0.223
refined,k1,0.565,"[-0.141, 1.27]",0.705,1.598,0.115
refined,k2,0.270,"[-0.303, 0.843]",0.573,0.940,0.351
refined,k3,0.120,"[-0.418, 0.658]",0.538,0.444,0.659
refined,k4,-0.294,"[-0.954, 0.367]",0.661,-0.888,0.378
refined,k5,-0.107,"[-0.516, 0.302]",0.409,-0.523,0.603
