stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.324,-7.551,-3.945,-1.698,1.598,-0.896,1.590,-1.185,-0.287,1919234540.886,1584,0,0,0.043
norefined,2,-0.802,-7.604,-3.841,-1.706,1.562,-0.867,1.527,-1.165,-0.321,1223068271.305,1584,0,0,0.105
norefined,3,-1.278,-7.630,-3.720,-1.680,1.550,-0.832,1.467,-1.123,-0.350,655370135.819,1584,0,0,0.167
norefined,4,-1.611,-7.748,-3.525,-1.646,1.437,-0.628,1.345,-0.997,-0.330,695891152.447,1584,0,0,0.208
norefined,5,-1.142,-7.849,-3.583,-1.612,1.353,-0.557,1.310,-0.992,-0.275,591989031.425,1584,0,0,0.146
norefined,6,-1.610,-7.866,-3.460,-1.564,1.324,-0.483,1.258,-0.931,-0.298,650712995.836,1584,0,0,0.205
norefined,7,-1.138,-7.951,-3.537,-1.523,1.250,-0.428,1.237,-0.940,-0.243,551270250.174,1584,0,0,0.143
norefined,8,-1.615,-7.953,-3.429,-1.468,1.229,-0.379,1.196,-0.887,-0.273,622022635.337,1584,0,0,0.203
norefined,9,-1.141,-8.029,-3.517,-1.422,1.161,-0.334,1.184,-0.904,-0.217,522866707.511,1584,0,0,0.142
norefined,10,-1.622,-8.022,-3.419,-1.364,1.147,-0.298,1.147,-0.855,-0.250,600302563.257,1584,0,0,0.202
refined,11,-1.141,-8.029,-3.517,-1.422,1.161,-0.334,1.184,-0.904,-0.217,522866707.511,1584,0,0,0.142
refined,12,-0.966,-4.684,-2.816,0.832,-1.149,-0.204,-0.186,1.152,0.620,576136004.381,1584,0,0,0.206
refined,13,-1.309,-7.591,-3.737,0.058,-0.370,-0.102,0.573,0.641,0.357,285835730.628,1584,0,0,0.172
refined,14,-1.701,-9.756,-4.850,-0.025,-0.690,-0.327,0.793,0.974,0.519,277507416.380,1584,0,0,0.174
refined,15,-1.859,-10.544,-5.279,-0.076,-0.790,-0.423,0.844,1.097,0.663,276603582.325,1584,0,0,0.176
refined,16,-1.919,-10.828,-5.453,-0.110,-0.808,-0.455,0.859,1.115,0.696,276423757.150,1584,0,0,0.177
refined,17,-1.946,-10.945,-5.530,-0.125,-0.813,-0.471,0.859,1.120,0.711,276373557.314,1584,0,0,0.178
refined,18,-1.960,-11.011,-5.573,-0.134,-0.814,-0.479,0.859,1.122,0.716,276358407.556,1584,0,0,0.178
refined,19,-1.967,-11.044,-5.596,-0.138,-0.814,-0.483,0.857,1.123,0.719,276353706.044,1584,0,0,0.178
refined,20,-1.972,-11.064,-5.608,-0.140,-0.813,-0.486,0.857,1.123,0.721,276352235.473,1584,0,0,0.178
