stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.324,-7.551,-3.945,-1.698,1.598,-0.896,1.590,-1.185,-0.287,1925341894.427,1584,0,0,0.043
norefined,2,-0.799,-7.608,-3.830,-1.693,1.574,-0.887,1.519,-1.161,-0.330,1407812166.082,1584,0,0,0.105
norefined,3,-1.265,-7.641,-3.692,-1.644,1.580,-0.865,1.447,-1.101,-0.361,1031410569.276,1584,0,0,0.166
norefined,4,-1.237,-7.867,-3.410,-1.552,1.422,-0.730,1.255,-0.928,-0.367,915997401.866,1584,0,0,0.157
norefined,5,-0.959,-8.057,-3.251,-1.355,1.257,-0.720,1.101,-0.786,-0.409,967041121.066,1584,0,0,0.119
norefined,6,-1.439,-8.044,-3.146,-1.291,1.273,-0.706,1.062,-0.740,-0.434,987484413.930,1584,0,0,0.179
norefined,7,-0.957,-8.107,-3.223,-1.232,1.230,-0.738,1.059,-0.764,-0.410,949307689.196,1584,0,0,0.118
norefined,8,-1.437,-8.092,-3.121,-1.170,1.245,-0.722,1.019,-0.717,-0.435,971044854.815,1584,0,0,0.178
norefined,9,-0.954,-8.151,-3.202,-1.116,1.206,-0.754,1.016,-0.740,-0.411,934414555.046,1584,0,0,0.117
norefined,10,-1.434,-8.134,-3.102,-1.057,1.220,-0.735,0.975,-0.693,-0.435,956707820.915,1584,0,0,0.176
refined,11,-1.237,-7.867,-3.410,-1.552,1.422,-0.730,1.255,-0.928,-0.367,915997401.866,1584,0,0,0.157
refined,12,0.248,1.220,0.657,2.172,-1.140,-0.042,-1.286,1.321,0.715,8366392264.251,1584,0,0,0.203
refined,13,-1.190,-5.822,-3.696,-7.030,4.034,0.472,4.367,-3.648,-3.080,2111729212.126,1584,0,0,0.204
refined,14,2.024,6.528,6.689,17.461,-9.311,-0.897,-11.365,8.728,8.347,10018305094.614,1584,0,0,0.310
refined,15,-10.027,-27.154,-36.652,-79.723,42.010,5.349,49.160,-37.942,-36.732,2675306215.639,1584,0,0,0.369
refined,16,-34.936,-124.796,-119.358,-238.128,111.220,28.623,168.844,-119.522,-103.791,2456747614.241,1584,0,0,0.280
refined,17,-3523.711,-21476.130,-4130.626,8492.833,4131.580,-917.683,-3616.391,4138.212,4896.442,2425325986.195,1584,0,0,0.164
refined,18,-8904.087,-20779.634,-7784.728,10075.603,-1520.494,2097.293,-2656.950,-994.897,8623.993,3712960960.187,1584,0,0,0.429
refined,19,-8859.947,-20777.594,-7809.227,10080.135,-1516.608,2089.295,-2656.382,-1013.660,8647.700,3683845214.127,1584,0,0,0.426
refined,20,-8923.288,-20964.136,-9142.451,9206.940,-1771.982,1508.066,-3789.391,-1133.719,7680.987,3241765751.805,1584,0,0,0.426
