stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,17.104,1.727,0.000,0,9,3020515759.477,915997401.866,76
refined,17.104,1.727,0.000,0,9,3020515759.477,915997401.866,76
