stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.237,"[-2.466, -0.007]",1.230,-1.678,0.098
norefined,c,-7.867,"[-15.155, -0.58]",7.288,-1.801,0.076
norefined,s,-3.410,"[-6.836, 0.016]",3.426,-1.660,0.102
norefined,k0,-1.552,"[-3.515, 0.412]",1.964,-1.318,0.192
norefined,k1,1.422,"[-0.208, 3.053]",1.630,1.455,0.150
norefined,k2,-0.730,"[-2.21, 0.75]",1.480,-0.823,0.414
norefined,k3,1.255,"[-0.544, 3.054]",1.799,1.164,0.249
norefined,k4,-0.928,"[-2.223, 0.367]",1.295,-1.195,0.236
norefined,k5,-0.367,"[-2.275, 1.541]",1.908,-0.321,0.749
refined,tt,-1.237,"[-2.466, -0.007]",1.230,-1.678,0.098
refined,c,-7.867,"[-15.155, -0.58]",7.288,-1.801,0.076
refined,s,-3.410,"[-6.836, 0.016]",3.426,-1.660,0.102
refined,k0,-1.552,"[-3.515, 0.412]",1.964,-1.318,0.192
refined,k1,1.422,"[-0.208, 3.053]",1.630,1.455,0.150
refined,k2,-0.730,"[-2.21, 0.75]",1.480,-0.823,0.414
refined,k3,1.255,"[-0.544, 3.054]",1.799,1.164,0.249
refined,k4,-0.928,"[-2.223, 0.367]",1.295,-1.195,0.236
refined,k5,-0.367,"[-2.275, 1.541]",1.908,-0.321,0.749
