stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.396,"[-2.159, -0.634]",0.763,-3.654,0.001
norefined,c,-7.061,"[-10.828, -3.294]",3.767,-3.741,0.000
norefined,s,-3.322,"[-5.077, -1.567]",1.755,-3.778,0.000
norefined,k0,-0.506,"[-1.364, 0.352]",0.858,-1.177,0.243
norefined,k1,-0.670,"[-1.4, 0.06]",0.730,-1.833,0.071
norefined,k2,0.292,"[-0.225, 0.809]",0.517,1.127,0.264
norefined,k3,0.528,"[-0.343, 1.398]",0.871,1.210,0.230
norefined,k4,-0.222,"[-1.26, 0.816]",1.038,-0.426,0.671
norefined,k5,0.745,"[-0.116, 1.606]",0.861,1.728,0.089
refined,tt,-1.113,"[-1.535, -0.692]",0.422,-5.267,0.000
refined,c,-6.575,"[-9.11, -4.04]",2.535,-5.177,0.000
refined,s,-3.001,"[-4.113, -1.89]",1.111,-5.391,0.000
refined,k0,-0.192,"[-0.689, 0.305]",0.497,-0.770,0.444
refined,k1,0.289,"[-0.076, 0.655]",0.365,1.582,0.118
refined,k2,0.127,"[-0.217, 0.471]",0.344,0.737,0.463
refined,k3,0.281,"[-0.298, 0.86]",0.579,0.968,0.337
refined,k4,-0.584,"[-1.255, 0.087]",0.671,-1.738,0.087
refined,k5,-0.048,"[-0.398, 0.303]",0.351,-0.271,0.787
