attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.714,"[-0.928, -0.5]",0.214,-6.672,0.000,68,0.150,103822359.160,0.103,-1.000,0.286,0,0,fn
c,-4.505,"[-5.872, -3.138]",1.367,-6.579,0.000,68,0.150,103822359.160,0.103,-6.000,1.495,0,0,fn
s,-2.169,"[-2.805, -1.534]",0.636,-6.812,0.000,68,0.150,103822359.160,0.103,-3.000,0.831,0,0,fn
k0,-0.031,"[-0.496, 0.435]",0.465,-0.131,0.896,68,0.150,103822359.160,0.103,0.000,-0.031,0,0,fp
k1,0.245,"[-0.17, 0.659]",0.414,1.179,0.243,68,0.150,103822359.160,0.103,0.000,0.245,0,0,fp
k2,-0.068,"[-0.355, 0.22]",0.288,-0.469,0.641,68,0.150,103822359.160,0.103,0.000,-0.068,0,0,fp
k3,-0.135,"[-0.61, 0.339]",0.475,-0.569,0.571,68,0.150,103822359.160,0.103,0.000,-0.135,0,0,fp
k4,-0.345,"[-0.835, 0.145]",0.490,-1.404,0.165,68,0.150,103822359.160,0.103,0.000,-0.345,0,0,fp
k5,-0.148,"[-0.637, 0.342]",0.490,-0.602,0.549,68,0.150,103822359.160,0.103,0.000,-0.148,0,0,fp
vot,0.158,,,,,68,0.150,103822359.160,0.103,0.167,-0.008,0,0,fn
tt,-0.952,"[-1.312, -0.593]",0.360,-5.286,0.000,68,0.200,142996185.016,0.121,-1.000,0.048,0,0,fn
c,-5.634,"[-7.69, -3.577]",2.056,-5.469,0.000,68,0.200,142996185.016,0.121,-6.000,0.366,0,0,fn
s,-2.921,"[-3.964, -1.879]",1.043,-5.593,0.000,68,0.200,142996185.016,0.121,-3.000,0.079,0,0,fn
k0,0.188,"[-0.486, 0.863]",0.674,0.557,0.579,68,0.200,142996185.016,0.121,0.000,0.188,0,0,fp
k1,-0.246,"[-0.802, 0.311]",0.557,-0.881,0.381,68,0.200,142996185.016,0.121,0.000,-0.246,0,0,fp
k2,-0.065,"[-0.439, 0.309]",0.374,-0.347,0.729,68,0.200,142996185.016,0.121,0.000,-0.065,0,0,fp
k3,0.530,"[-0.14, 1.2]",0.670,1.580,0.119,68,0.200,142996185.016,0.121,0.000,0.530,0,0,fp
k4,0.041,"[-0.612, 0.693]",0.652,0.125,0.901,68,0.200,142996185.016,0.121,0.000,0.041,0,0,fp
k5,-0.042,"[-0.683, 0.599]",0.641,-0.130,0.897,68,0.200,142996185.016,0.121,0.000,-0.042,0,0,fp
vot,0.169,,,,,68,0.200,142996185.016,0.121,0.167,0.002,0,0,fn
tt,-0.767,"[-1.007, -0.526]",0.240,-6.362,0.000,68,0.250,106476506.303,0.106,-1.000,0.233,0,0,fn
c,-4.623,"[-6.021, -3.225]",1.398,-6.600,0.000,68,0.250,106476506.303,0.106,-6.000,1.377,0,0,fn
s,-2.427,"[-3.176, -1.679]",0.748,-6.476,0.000,68,0.250,106476506.303,0.106,-3.000,0.573,0,0,fn
k0,-0.503,"[-1.02, 0.014]",0.517,-1.942,0.056,68,0.250,106476506.303,0.106,0.000,-0.503,0,1,fp
k1,0.225,"[-0.187, 0.637]",0.412,1.089,0.280,68,0.250,106476506.303,0.106,0.000,0.225,0,0,fp
k2,0.176,"[-0.123, 0.475]",0.299,1.174,0.245,68,0.250,106476506.303,0.106,0.000,0.176,0,0,fp
k3,-0.178,"[-0.671, 0.315]",0.493,-0.721,0.473,68,0.250,106476506.303,0.106,0.000,-0.178,0,0,fp
k4,0.131,"[-0.37, 0.631]",0.500,0.521,0.604,68,0.250,106476506.303,0.106,0.000,0.131,0,0,fp
k5,-0.051,"[-0.561, 0.459]",0.510,-0.201,0.842,68,0.250,106476506.303,0.106,0.000,-0.051,0,0,fp
vot,0.166,,,,,68,0.250,106476506.303,0.106,0.167,-0.001,0,0,fn
