stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,51.821,1.727,0.000,0,9,2903367478.883,364695308.136,76
refined,64.931,1.727,0.000,0,9,2903367478.883,298635975.799,76
