stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.570,-7.636,-2.497,-1.917,1.683,1.980,-1.416,1.004,-1.940,968477603.300,0.075
norefined,2,-0.858,-7.740,-2.517,-1.672,1.392,1.965,-1.448,0.946,-1.854,853822211.823,0.111
norefined,3,-0.625,-7.866,-2.623,-1.400,1.163,1.929,-1.420,0.820,-1.699,771556404.424,0.079
norefined,4,-0.993,-7.932,-2.619,-1.169,0.989,1.891,-1.433,0.795,-1.545,733976252.255,0.125
norefined,5,-0.606,-8.006,-2.741,-1.003,0.929,1.806,-1.402,0.691,-1.373,721591033.509,0.076
norefined,6,-1.094,-7.997,-2.702,-0.946,0.900,1.774,-1.415,0.721,-1.307,699410203.407,0.137
norefined,7,-0.664,-8.063,-2.804,-0.827,0.863,1.697,-1.381,0.643,-1.159,690176956.522,0.082
norefined,8,-1.155,-8.042,-2.761,-0.782,0.856,1.668,-1.384,0.661,-1.104,672358154.360,0.144
norefined,9,-0.708,-8.105,-2.850,-0.684,0.825,1.601,-1.350,0.597,-0.972,667585363.359,0.087
norefined,10,-1.201,-8.076,-2.806,-0.649,0.828,1.576,-1.349,0.603,-0.931,650782126.373,0.149
refined,11,-1.201,-8.076,-2.806,-0.649,0.828,1.576,-1.349,0.603,-0.931,650782126.373,0.149
refined,12,-0.472,-3.076,-1.203,0.892,0.399,-0.759,-0.249,-0.478,0.913,865463599.780,0.154
refined,13,-0.631,-4.333,-1.597,0.327,0.230,0.014,-0.573,-0.312,0.366,505230960.886,0.146
refined,14,-0.852,-5.753,-2.133,0.182,0.357,0.256,-0.611,-0.350,0.256,480530852.700,0.148
refined,15,-0.919,-6.169,-2.285,0.187,0.473,0.335,-0.537,-0.324,0.294,478508530.294,0.149
refined,16,-0.958,-6.422,-2.383,0.191,0.494,0.356,-0.542,-0.348,0.313,478375990.279,0.149
refined,17,-0.961,-6.435,-2.386,0.199,0.503,0.360,-0.539,-0.347,0.316,478365115.602,0.149
refined,18,-0.964,-6.457,-2.394,0.198,0.502,0.363,-0.540,-0.350,0.318,478364016.817,0.149
refined,19,-0.964,-6.454,-2.393,0.199,0.503,0.363,-0.539,-0.349,0.318,478363876.115,0.149
refined,20,-0.964,-6.457,-2.394,0.199,0.503,0.363,-0.539,-0.350,0.319,478363854.822,0.149
