stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,35.936,1.727,0.000,76,0,9,2690977400.029,461791886.181
refined,54.083,1.727,0.000,76,0,9,2690977400.029,325593352.718
