stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,51.257,1.727,0.000,76,0,9,3162534398.640,401067869.104
refined,103.645,1.727,0.000,76,0,9,3162534398.640,211932064.561
