stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.408,"[-2.112, -0.705]",0.703,-3.996,0.000
norefined,c,-6.564,"[-9.749, -3.378]",3.186,-4.112,0.000
norefined,s,-3.627,"[-5.476, -1.778]",1.849,-3.915,0.000
norefined,k0,0.510,"[-0.489, 1.509]",0.999,1.018,0.312
norefined,k1,-1.312,"[-2.792, 0.167]",1.479,-1.770,0.081
norefined,k2,-0.919,"[-2.241, 0.403]",1.322,-1.387,0.170
norefined,k3,-0.030,"[-1.015, 0.954]",0.984,-0.062,0.951
norefined,k4,0.837,"[-0.482, 2.155]",1.319,1.267,0.210
norefined,k5,-0.172,"[-1.457, 1.113]",1.285,-0.267,0.790
refined,tt,-1.125,"[-1.632, -0.618]",0.507,-4.426,0.000
refined,c,-6.668,"[-9.561, -3.776]",2.893,-4.601,0.000
refined,s,-3.677,"[-5.35, -2.003]",1.674,-4.385,0.000
refined,k0,-0.208,"[-0.88, 0.464]",0.672,-0.618,0.539
refined,k1,-0.058,"[-1.227, 1.11]",1.168,-0.100,0.921
refined,k2,0.036,"[-0.933, 1.004]",0.969,0.074,0.941
refined,k3,-0.556,"[-1.384, 0.273]",0.828,-1.339,0.185
refined,k4,0.273,"[-0.746, 1.291]",1.019,0.534,0.595
refined,k5,0.251,"[-0.858, 1.36]",1.109,0.451,0.653
