stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.249,-7.064,-4.175,-1.604,1.302,-1.212,0.222,0.560,-1.007,2511157603.509,-0.035
norefined,2,-0.239,-7.067,-4.190,-1.650,1.243,-1.239,0.173,0.513,-0.996,1368654121.831,0.034
norefined,3,-0.734,-7.047,-4.201,-1.652,1.235,-1.177,0.170,0.513,-0.960,607006749.089,0.104
norefined,4,-1.222,-7.021,-4.190,-1.642,1.179,-1.123,0.138,0.545,-0.906,356475673.110,0.174
norefined,5,-1.231,-7.218,-3.981,-1.492,0.935,-1.118,0.026,0.648,-0.656,273794849.393,0.171
norefined,6,-1.066,-7.369,-3.872,-1.238,0.722,-1.133,-0.009,0.782,-0.414,248804398.188,0.145
norefined,7,-1.542,-7.327,-3.847,-1.201,0.727,-1.026,0.003,0.828,-0.338,297759096.489,0.210
norefined,8,-1.071,-7.407,-3.882,-1.096,0.670,-1.099,0.028,0.836,-0.318,232781044.831,0.145
norefined,9,-1.547,-7.359,-3.857,-1.074,0.681,-0.982,0.044,0.877,-0.257,283921678.435,0.210
norefined,10,-1.071,-7.442,-3.882,-0.986,0.630,-1.049,0.065,0.878,-0.243,221568769.452,0.144
refined,11,-1.071,-7.442,-3.882,-0.986,0.630,-1.049,0.065,0.878,-0.243,221568769.452,0.144
refined,12,-0.801,-4.690,-1.981,0.417,-0.049,0.332,0.217,-0.422,-0.115,153183614.034,0.171
refined,13,-1.110,-6.764,-2.968,0.020,0.138,0.009,0.522,-0.191,-0.209,121444089.017,0.164
refined,14,-1.325,-8.192,-3.640,-0.094,0.186,0.017,0.666,-0.046,-0.377,119166696.987,0.162
refined,15,-1.414,-8.766,-3.916,-0.105,0.191,0.037,0.729,-0.030,-0.440,118928590.132,0.161
refined,16,-1.440,-8.929,-3.993,-0.110,0.192,0.039,0.755,-0.021,-0.460,118908876.799,0.161
refined,17,-1.448,-8.979,-4.015,-0.111,0.192,0.039,0.763,-0.019,-0.466,118907219.726,0.161
refined,18,-1.450,-8.992,-4.022,-0.112,0.192,0.039,0.766,-0.018,-0.467,118907078.412,0.161
refined,19,-1.450,-8.997,-4.024,-0.112,0.192,0.039,0.766,-0.018,-0.468,118907066.330,0.161
refined,20,-1.451,-8.998,-4.024,-0.112,0.192,0.039,0.767,-0.018,-0.468,118907065.296,0.161
