stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.071,"[-1.874, -0.268]",0.803,-2.662,0.010
norefined,c,-7.442,"[-13.002, -1.882]",5.560,-2.672,0.009
norefined,s,-3.882,"[-6.809, -0.954]",2.928,-2.647,0.010
norefined,k0,-0.986,"[-2.212, 0.241]",1.227,-1.604,0.114
norefined,k1,0.630,"[-0.139, 1.399]",0.769,1.634,0.107
norefined,k2,-1.049,"[-1.958, -0.14]",0.909,-2.303,0.024
norefined,k3,0.065,"[-0.799, 0.93]",0.864,0.151,0.880
norefined,k4,0.878,"[-0.522, 2.278]",1.400,1.252,0.215
norefined,k5,-0.243,"[-0.793, 0.308]",0.550,-0.880,0.382
refined,tt,-1.451,"[-2.238, -0.663]",0.788,-3.677,0.000
refined,c,-8.998,"[-14.033, -3.963]",5.035,-3.567,0.001
refined,s,-4.024,"[-6.317, -1.732]",2.292,-3.504,0.001
refined,k0,-0.112,"[-0.714, 0.49]",0.602,-0.372,0.711
refined,k1,0.192,"[-0.38, 0.764]",0.572,0.671,0.505
refined,k2,0.039,"[-0.467, 0.545]",0.506,0.154,0.878
refined,k3,0.767,"[-0.123, 1.656]",0.890,1.720,0.090
refined,k4,-0.018,"[-0.916, 0.881]",0.898,-0.039,0.969
refined,k5,-0.468,"[-1.014, 0.078]",0.546,-1.711,0.092
