attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.737,"[-1.04, -0.434]",0.303,-4.854,0.000,76,0.150,99817626.270,0.102,-1.000,0.263,0,0,fn
c,-4.959,"[-7.01, -2.909]",2.051,-4.827,0.000,76,0.150,99817626.270,0.102,-6.000,1.041,0,0,fn
s,-2.422,"[-3.425, -1.419]",1.003,-4.818,0.000,76,0.150,99817626.270,0.102,-3.000,0.578,0,0,fn
k0,-0.027,"[-0.438, 0.384]",0.411,-0.133,0.895,76,0.150,99817626.270,0.102,0.000,-0.027,0,0,fp
k1,0.093,"[-0.234, 0.419]",0.326,0.568,0.572,76,0.150,99817626.270,0.102,0.000,0.093,0,0,fp
k2,0.076,"[-0.312, 0.463]",0.387,0.389,0.698,76,0.150,99817626.270,0.102,0.000,0.076,0,0,fp
k3,-0.134,"[-0.566, 0.298]",0.432,-0.617,0.539,76,0.150,99817626.270,0.102,0.000,-0.134,0,0,fp
k4,-0.246,"[-0.87, 0.377]",0.623,-0.789,0.433,76,0.150,99817626.270,0.102,0.000,-0.246,0,0,fp
k5,0.005,"[-0.249, 0.258]",0.253,0.036,0.971,76,0.150,99817626.270,0.102,0.000,0.005,0,0,fp
vot,0.149,,,,,76,0.150,99817626.270,0.102,0.167,-0.018,0,0,fn
tt,-1.451,"[-2.238, -0.663]",0.788,-3.677,0.000,76,0.200,118907065.296,0.113,-1.000,-0.451,0,0,fn
c,-8.998,"[-14.033, -3.963]",5.035,-3.567,0.001,76,0.200,118907065.296,0.113,-6.000,-2.998,0,0,fn
s,-4.024,"[-6.317, -1.732]",2.292,-3.504,0.001,76,0.200,118907065.296,0.113,-3.000,-1.024,0,0,fn
k0,-0.112,"[-0.714, 0.49]",0.602,-0.372,0.711,76,0.200,118907065.296,0.113,0.000,-0.112,0,0,fp
k1,0.192,"[-0.38, 0.764]",0.572,0.671,0.505,76,0.200,118907065.296,0.113,0.000,0.192,0,0,fp
k2,0.039,"[-0.467, 0.545]",0.506,0.154,0.878,76,0.200,118907065.296,0.113,0.000,0.039,0,0,fp
k3,0.767,"[-0.123, 1.656]",0.890,1.720,0.090,76,0.200,118907065.296,0.113,0.000,0.767,0,1,fp
k4,-0.018,"[-0.916, 0.881]",0.898,-0.039,0.969,76,0.200,118907065.296,0.113,0.000,-0.018,0,0,fp
k5,-0.468,"[-1.014, 0.078]",0.546,-1.711,0.092,76,0.200,118907065.296,0.113,0.000,-0.468,0,1,fp
vot,0.161,,,,,76,0.200,118907065.296,0.113,0.167,-0.005,0,0,fn
tt,-0.841,"[-1.156, -0.527]",0.314,-5.340,0.000,76,0.250,100895310.037,0.101,-1.000,0.159,0,0,fn
c,-5.315,"[-7.321, -3.31]",2.005,-5.291,0.000,76,0.250,100895310.037,0.101,-6.000,0.685,0,0,fn
s,-2.661,"[-3.694, -1.629]",1.033,-5.143,0.000,76,0.250,100895310.037,0.101,-3.000,0.339,0,0,fn
k0,0.210,"[-0.236, 0.657]",0.446,0.940,0.351,76,0.250,100895310.037,0.101,0.000,0.210,0,0,fp
k1,0.085,"[-0.276, 0.447]",0.362,0.470,0.640,76,0.250,100895310.037,0.101,0.000,0.085,0,0,fp
k2,-0.088,"[-0.48, 0.303]",0.392,-0.451,0.654,76,0.250,100895310.037,0.101,0.000,-0.088,0,0,fp
k3,0.049,"[-0.418, 0.515]",0.467,0.209,0.835,76,0.250,100895310.037,0.101,0.000,0.049,0,0,fp
k4,-0.441,"[-1.117, 0.235]",0.676,-1.301,0.198,76,0.250,100895310.037,0.101,0.000,-0.441,0,0,fp
k5,0.258,"[-0.03, 0.546]",0.288,1.787,0.078,76,0.250,100895310.037,0.101,0.000,0.258,0,1,fp
vot,0.158,,,,,76,0.250,100895310.037,0.101,0.167,-0.008,0,0,fn
